origin,destination,origin_country,destination_country,count
KTKI,KEDC,US,US,1
KTKI,KEFD,US,US,1
KTKI,KF22,US,US,1
KTKI,KF31,US,US,1
KTKI,KF32,US,US,1
KTKI,KF51,US,US,1
KTKI,KFET,US,US,1
KTKI,KFYV,US,US,1
KTKI,KGEU,US,US,1
KTKI,K3T5,US,US,1
KTKI,K3R9,US,US,1
KTKI,K3F9,US,US,1
KTKI,K1H2,US,US,1
KTKI,6TA2,US,US,1
KTKI,6TA3,US,US,1
KTKI,71TE,US,US,1
KTKI,72TS,US,US,1
KTKI,75TE,US,US,1
KTKI,7IS2,US,US,1
KTKI,7TA0,US,US,1
KTKI,8TE7,US,US,1
KTKI,8TS1,US,US,1
KTKI,8TX7,US,US,1
KTKI,95TS,US,US,1
KTKI,96FL,US,US,1
KTKI,97XS,US,US,1
KTKI,98TS,US,US,1
KTKI,9TX2,US,US,1
KTKI,9XS1,US,US,1
KTKI,AL84,US,US,1
KTKI,AR22,US,US,1
KTKI,FD83,US,US,1
KTKI,FL47,US,US,1
KTKI,IN43,US,US,1
KTKI,K07F,US,US,1
KTKI,K0F9,US,US,1
KTKI,K14J,US,US,1
KTIW,WN13,US,US,1
KTIW,WN00,US,US,1
KTIW,WA96,US,US,1
KTHV,KUKT,US,US,1
KTHV,KILG,US,US,1
KTHV,KMDW,US,US,1
KTHV,KN47,US,US,1
KTHV,KORL,US,US,1
KTHV,KPHL,US,US,1
KTHV,KPNE,US,US,1
KTHV,KROC,US,US,1
KTHV,KROG,US,US,1
KTHV,KRSW,US,US,1
KTHV,KTEB,US,US,1
KTHV,KTYS,US,US,1
KTHV,KTZR,US,US,1
KTHV,KZER,US,US,1
KTIK,0OK0,US,US,1
KTHV,MD28,US,US,1
KTHV,MD61,US,US,1
KTHV,MI95,US,US,1
KTHV,NJ81,US,US,1
KTHV,NY09,US,US,1
KTHV,PA23,US,US,1
KTHV,PA85,US,US,1
KTHV,PN64,US,US,1
KTHV,PS20,US,US,1
KTHV,VA10,US,US,1
KTHV,VA58,US,US,1
KTHV,WV21,US,US,1
KTHV,KCOI,US,US,1
KTHV,KCGS,US,US,1
KTHV,KBWI,US,US,1
KTHV,K5B2,US,US,1
KTEX,TA03,US,US,1
KTEX,TS53,US,US,1
KTEX,TX05,US,US,1
KTEX,XS39,US,US,1
KTEX,XS89,US,US,1
KTFP,7XS0,US,US,1
KTFP,KSGR,US,US,1
KTFP,KT69,US,US,1
KTFP,TE87,US,US,1
KTHV,0PA4,US,US,1
KTHV,14PS,US,US,1
KTHV,3PN9,US,US,1
KTHV,4MD6,US,US,1
KTHV,4MD8,US,US,1
KTHV,5PS5,US,US,1
KTHV,6MD4,US,US,1
KTHV,8MD0,US,US,1
KTHV,8MD5,US,US,1
KTHV,8PN0,US,US,1
KTHV,DE10,US,US,1
KTHV,DE14,US,US,1
KTHV,DE34,US,US,1
KTHV,DE49,US,US,1
KTHV,FA37,US,US,1
KTIK,01FL,US,US,1
KTIK,1OK1,US,US,1
KTIW,OR95,US,US,1
KTIK,KVPS,US,US,1
KTIK,KW32,US,US,1
KTIK,KXNA,US,US,1
KTIK,MS22,US,US,1
KTIK,OK55,US,US,1
KTIK,OL23,US,US,1
KTIK,TX35,US,US,1
KTIP,2LL5,US,US,1
KTIP,4IS7,US,US,1
KTIW,4WA9,US,US,1
KTIK,1OL2,US,US,1
KTIW,K74S,US,US,1
KTIW,KBLI,US,US,1
KTIW,KCLM,US,US,1
KTIW,KHUA,US,US,1
KTIW,KMDW,US,US,1
KTIW,KNUW,US,US,1
KTIW,KONP,US,US,1
KTIW,KPAE,US,US,1
KTIW,KSAN,US,US,1
KTIW,KSDL,US,US,1
KTIW,KSFF,US,US,1
KTIW,KSFO,US,US,1
KTIK,KVLL,US,US,1
KTIK,KUZA,US,US,1
KTIK,KTUL,US,US,1
KTIK,KTEB,US,US,1
KTIK,2OK2,US,US,1
KTIK,3PS9,US,US,1
KTIK,40OK,US,US,1
KTIK,48OK,US,US,1
KTIK,71MI,US,US,1
KTIK,78FD,US,US,1
KTIK,7PS7,US,US,1
KTIK,8OK6,US,US,1
KTIK,FL57,US,US,1
KTIK,K1F4,US,US,1
KTIK,K3DW,US,US,1
KTIK,KADS,US,US,1
KTIK,KAIT,US,US,1
KTIK,KAPA,US,US,1
KTIK,KBFI,US,US,1
KTIK,KBOS,US,US,1
KTIK,KBVO,US,US,1
KTIK,KGCM,US,US,1
KTIK,KH71,US,US,1
KTIK,KHQZ,US,US,1
KTIK,KMLE,US,US,1
KTIK,KOKC,US,US,1
KTIK,KRFD,US,US,1
KTIK,KSRQ,US,US,1
KTEB,KERV,US,US,1
KTEB,KEKM,US,US,1
KTEB,KEDG,US,US,1
KTAZ,KBNA,US,US,1
KTAN,MA55,US,US,1
KTAZ,1LL4,US,US,1
KTAZ,23MN,US,US,1
KTAZ,2IL5,US,US,1
KTAZ,38MO,US,US,1
KTAZ,6LL6,US,US,1
KTAZ,7LL8,US,US,1
KTAZ,83IS,US,US,1
KTAZ,GE35,US,US,1
KTAZ,IS24,US,US,1
KTAZ,K3LF,US,US,1
KTAZ,KALN,US,US,1
KTAZ,KCMI,US,US,1
KTAN,MA36,US,US,1
KTAZ,KCTK,US,US,1
KTAZ,KFKA,US,US,1
KTAZ,KLCK,US,US,1
KTAZ,KMSN,US,US,1
KTAZ,KPTK,US,US,1
KTAZ,KRBD,US,US,1
KTAZ,KSUS,US,US,1
KTAZ,LL34,US,US,1
KTCM,21OG,US,US,1
KTCM,26AZ,US,US,1
KTCM,4WA9,US,US,1
KTAN,MA44,US,US,1
KTAN,KRDU,US,US,1
KTEB,KDWH,US,US,1
KTAD,KLHX,US,US,1
KT85,KLMO,US,US,1
KT85,TX92,US,US,1
KT92,KDAL,US,US,1
KT92,KDWH,US,US,1
KTAD,0CD5,US,US,1
KTAD,60CO,US,US,1
KTAD,K00V,US,US,1
KTAD,K4V1,US,US,1
KTAD,KAPA,US,US,1
KTAD,KBJC,US,US,1
KTAD,KDEN,US,US,1
KTAD,KFTG,US,US,1
KTAN,1MA5,US,US,1
KTAN,KPVG,US,US,1
KTAN,31MA,US,US,1
KTAN,69PA,US,US,1
KTAN,CT13,US,US,1
KTAN,K1B2,US,US,1
KTAN,K8B5,US,US,1
KTAN,KAFN,US,US,1
KTAN,KALB,US,US,1
KTAN,KASH,US,US,1
KTAN,KCQX,US,US,1
KTAN,KFIT,US,US,1
KTAN,KFRG,US,US,1
KTAN,KORE,US,US,1
KTCM,KBFI,US,US,1
KTCM,KCOS,US,US,1
KTCM,KHOU,US,US,1
KTDF,59NC,US,US,1
KTCY,KTOA,US,US,1
KTCY,KTUS,US,US,1
KTCY,KTVL,US,US,1
KTCY,KVCB,US,US,1
KTDF,00VA,US,US,1
KTDF,25NC,US,US,1
KTDF,27PN,US,US,1
KTDF,32NC,US,US,1
KTDF,33VA,US,US,1
KTDF,34FD,US,US,1
KTDF,3NC0,US,US,1
KTDF,3VG9,US,US,1
KTDF,5NC5,US,US,1
KTCM,KNKX,US,US,1
KTDF,61NC,US,US,1
KTDF,64NC,US,US,1
KTDF,7TN3,US,US,1
KTDF,8NC8,US,US,1
KTDF,9NC0,US,US,1
KTDF,K47A,US,US,1
KTDF,KBUY,US,US,1
KTDF,KCAE,US,US,1
KTDF,KCTZ,US,US,1
KTDF,KDTW,US,US,1
KTDF,KFAY,US,US,1
KTDF,KHBI,US,US,1
KTCY,KSTS,US,US,1
KTCY,KSMO,US,US,1
KTCY,KO52,US,US,1
KTCY,KO27,US,US,1
KTCM,KORS,US,US,1
KTCM,KPAE,US,US,1
KTCM,KPLU,US,US,1
KTCM,KS50,US,US,1
KTCM,KSJC,US,US,1
KTCM,KSMF,US,US,1
KTCM,KSUU,US,US,1
KTCM,KTIW,US,US,1
KTCM,PAED,US,US,1
KTCM,WN13,US,US,1
KTCM,WN61,US,US,1
KTCY,6CL8,US,US,1
KTCY,9CL0,US,US,1
KTCY,9CL2,US,US,1
KTCY,CL11,US,US,1
KTCY,CL77,US,US,1
KTCY,CN44,US,US,1
KTCY,CN99,US,US,1
KTCY,KBAB,US,US,1
KTCY,KCMA,US,US,1
KTCY,KCNO,US,US,1
KTCY,KE16,US,US,1
KTCY,KLHM,US,US,1
KTCY,KNUQ,US,US,1
KTCY,KO20,US,US,1
KT85,3TX2,US,US,1
KT82,XS43,US,US,1
KT82,XS12,US,US,1
KT74,8TX7,US,US,1
KT67,TE52,US,US,1
KT67,TE55,US,US,1
KT67,TS54,US,US,1
KT67,TX21,US,US,1
KT67,TX46,US,US,1
KT67,TX81,US,US,1
KT67,TX95,US,US,1
KT67,XS34,US,US,1
KT67,XS91,US,US,1
KT74,30TA,US,US,1
KT74,31TA,US,US,1
KT74,4TS8,US,US,1
KT74,K1T7,US,US,1
KT82,0TX6,US,US,1
KT74,K52F,US,US,1
KT74,KDTO,US,US,1
KT74,KGTU,US,US,1
KT74,KGVT,US,US,1
KT74,KHYI,US,US,1
KT74,KSLR,US,US,1
KT74,KSUS,US,US,1
KT74,KT54,US,US,1
KT74,KT85,US,US,1
KT74,TX05,US,US,1
KT74,TX40,US,US,1
KT74,TX61,US,US,1
KT67,TE34,US,US,1
KT67,TA19,US,US,1
KT67,OK44,US,US,1
KT67,KTYR,US,US,1
KT67,97XS,US,US,1
KT67,99XS,US,US,1
KT67,9OK3,US,US,1
KT67,K1F0,US,US,1
KT67,K37K,US,US,1
KT67,K4V1,US,US,1
KT67,K50F,US,US,1
KT67,K7F7,US,US,1
KT67,KAFW,US,US,1
KT67,KAPA,US,US,1
KT67,KCPT,US,US,1
KT67,KDTS,US,US,1
KT67,KF53,US,US,1
KT67,KF69,US,US,1
KT67,KFWS,US,US,1
KT67,KGDJ,US,US,1
KT67,KGKY,US,US,1
KT67,KGPM,US,US,1
KT67,KHAO,US,US,1
KT67,KHQZ,US,US,1
KT67,KLBE,US,US,1
KT67,KLXY,US,US,1
KT67,KM99,US,US,1
KT67,KMKC,US,US,1
KT67,KT15,US,US,1
KT74,TX92,US,US,1
KT82,27XS,US,US,1
KT82,XS03,US,US,1
KT82,TA53,US,US,1
KT82,KIAH,US,US,1
KT82,KISM,US,US,1
KT82,KLAS,US,US,1
KT82,KMDW,US,US,1
KT82,KMTN,US,US,1
KT82,KPEZ,US,US,1
KT82,KPVU,US,US,1
KT82,KRYY,US,US,1
KT82,KT41,US,US,1
KT82,KTKI,US,US,1
KT82,TA03,US,US,1
KT82,TA28,US,US,1
KT82,TA70,US,US,1
KT82,2XS5,US,US,1
KT82,TA75,US,US,1
KT82,TE13,US,US,1
KT82,TE21,US,US,1
KT82,TE86,US,US,1
KT82,TE96,US,US,1
KT82,TS07,US,US,1
KT82,TS44,US,US,1
KT82,TX25,US,US,1
KT82,TX40,US,US,1
KT82,TX61,US,US,1
KT82,XA12,US,US,1
KT82,XS00,US,US,1
KT82,KHND,US,US,1
KT82,KGKY,US,US,1
KT82,KEFD,US,US,1
KT82,KDZB,US,US,1
KT82,34TS,US,US,1
KT82,3TE9,US,US,1
KT82,44TX,US,US,1
KT82,4TX8,US,US,1
KT82,4XS6,US,US,1
KT82,51TE,US,US,1
KT82,52TE,US,US,1
KT82,5TS8,US,US,1
KT82,69TE,US,US,1
KT82,69TS,US,US,1
KT82,6TS2,US,US,1
KT82,7TA0,US,US,1
KT82,83TA,US,US,1
KT82,83TE,US,US,1
KT82,89TX,US,US,1
KT82,8TE7,US,US,1
KT82,8TX0,US,US,1
KT82,91TE,US,US,1
KT82,K84R,US,US,1
KT82,K88R,US,US,1
KT82,KACK,US,US,1
KT82,KAPA,US,US,1
KT82,KBJC,US,US,1
KT82,KBUR,US,US,1
KT82,KCLL,US,US,1
KTDF,KLHZ,US,US,1
KTDF,KOCW,US,US,1
KTDF,KSOP,US,US,1
KTEB,CT44,US,US,1
KTEB,CT48,US,US,1
KTEB,DE09,US,US,1
KTEB,DE21,US,US,1
KTEB,DE23,US,US,1
KTEB,DE34,US,US,1
KTEB,FA46,US,US,1
KTEB,FA18,US,US,1
KTEB,CT20,US,US,1
KTEB,7OI5,US,US,1
KTEB,7OR7,US,US,1
KTEB,7PA4,US,US,1
KTEB,7XS7,US,US,1
KTEB,82PA,US,US,1
KTEB,83KS,US,US,1
KTEB,85GA,US,US,1
KTEB,86IS,US,US,1
KTEB,86MI,US,US,1
KTEB,88PA,US,US,1
KTEB,8FL1,US,US,1
KTEB,8MI9,US,US,1
KTEB,8NJ0,US,US,1
KTEB,8OI3,US,US,1
KTEB,8TE7,US,US,1
KTEB,92NY,US,US,1
KTEB,95FD,US,US,1
KTEB,9IN3,US,US,1
KTEB,9LL2,US,US,1
KTEB,9OH1,US,US,1
KTEB,9PA3,US,US,1
KTEB,9PN7,US,US,1
KTEB,FA35,US,US,1
KTEB,FA51,US,US,1
KTEB,79NY,US,US,1
KTEB,KBVS,US,US,1
KTEB,K7A3,US,US,1
KTEB,K7A8,US,US,1
KTEB,K8A6,US,US,1
KTEB,KANP,US,US,1
KTEB,KARR,US,US,1
KTEB,KASG,US,US,1
KTEB,KAZO,US,US,1
KTEB,KBEH,US,US,1
KTEB,KBMG,US,US,1
KTEB,KBMI,US,US,1
KTEB,KBTP,US,US,1
KTEB,KBUY,US,US,1
KTEB,KC29,US,US,1
KTEB,FA54,US,US,1
KTEB,KCGS,US,US,1
KTEB,KCMI,US,US,1
KTEB,KCOS,US,US,1
KTEB,KCTK,US,US,1
KTEB,KCWA,US,US,1
KTEB,KCXO,US,US,1
KTEB,KCXY,US,US,1
KTEB,KDED,US,US,1
KTEB,KDLL,US,US,1
KTEB,KDLZ,US,US,1
KTEB,KDNN,US,US,1
KTEB,KDVT,US,US,1
KTEB,K6B9,US,US,1
KTEB,K6A4,US,US,1
KTEB,K58M,US,US,1
KTEB,K4G4,US,US,1
KTEB,FA83,US,US,1
KTEB,FD81,US,US,1
KTEB,FL16,US,US,1
KTEB,FL99,US,US,1
KTEB,GA61,US,US,1
KTEB,IA02,US,US,1
KTEB,IA85,US,US,1
KTEB,IL38,US,US,1
KTEB,IN58,US,US,1
KTEB,IN60,US,US,1
KTEB,IS00,US,US,1
KTEB,IS62,US,US,1
KTEB,IS64,US,US,1
KTEB,JY04,US,US,1
KTEB,K02A,US,US,1
KTEB,K02C,US,US,1
KTEB,K1A9,US,US,1
KTEB,K1H3,US,US,1
KTEB,K24A,US,US,1
KTEB,K3B4,US,US,1
KTEB,K42J,US,US,1
KTEB,K44N,US,US,1
KTEB,K49A,US,US,1
KTEB,7NY6,US,US,1
KTEB,77PA,US,US,1
KTDF,KTIK,US,US,1
KTEB,0NJ5,US,US,1
KTEB,02ME,US,US,1
KTEB,03OH,US,US,1
KTEB,03PS,US,US,1
KTEB,04FA,US,US,1
KTEB,05II,US,US,1
KTEB,05MD,US,US,1
KTEB,05PS,US,US,1
KTEB,06VA,US,US,1
KTEB,08IL,US,US,1
KTEB,0AL1,US,US,1
KTEB,0II0,US,US,1
KTEB,0II6,US,US,1
KTEB,0NK6,US,US,1
KTEB,1OK9,US,US,1
KTEB,0OK0,US,US,1
KTEB,0PN7,US,US,1
KTEB,0WI5,US,US,1
KTEB,10TN,US,US,1
KTEB,14OI,US,US,1
KTEB,16FL,US,US,1
KTEB,17FA,US,US,1
KTEB,18MO,US,US,1
KTEB,19GA,US,US,1
KTEB,19TE,US,US,1
KTEB,1AL8,US,US,1
KTEB,1GE9,US,US,1
KTEB,02II,US,US,1
KTEB,01FL,US,US,1
KTEB,01FA,US,US,1
KTDZ,OI45,US,US,1
KTDF,KVUJ,US,US,1
KTDF,KX50,US,US,1
KTDF,KYIP,US,US,1
KTDF,NC22,US,US,1
KTDF,NC34,US,US,1
KTDF,NC48,US,US,1
KTDF,NC82,US,US,1
KTDF,NC86,US,US,1
KTDF,NC99,US,US,1
KTDF,VA81,US,US,1
KTDF,WV22,US,US,1
KTDZ,39II,US,US,1
KTDZ,4OI7,US,US,1
KTDZ,6OH6,US,US,1
KTDZ,97KS,US,US,1
KTDZ,9OH1,US,US,1
KTDZ,KBKL,US,US,1
KTDZ,KDUH,US,US,1
KTDZ,KFZI,US,US,1
KTDZ,KMKY,US,US,1
KTDZ,KPGD,US,US,1
KTDZ,KTEB,US,US,1
KTDZ,KTOL,US,US,1
KTDZ,KVLL,US,US,1
KTDZ,MI50,US,US,1
KTEB,1NY3,US,US,1
KTEB,1OR3,US,US,1
KTEB,76MI,US,US,1
KTEB,5OI7,US,US,1
KTEB,4NC7,US,US,1
KTEB,4NY1,US,US,1
KTEB,4NY4,US,US,1
KTEB,4XS6,US,US,1
KTEB,50NE,US,US,1
KTEB,53IA,US,US,1
KTEB,54MI,US,US,1
KTEB,56OH,US,US,1
KTEB,56WI,US,US,1
KTEB,5FA1,US,US,1
KTEB,5FD7,US,US,1
KTEB,5IS7,US,US,1
KTEB,60TE,US,US,1
KTEB,1PA0,US,US,1
KTEB,61MA,US,US,1
KTEB,62IA,US,US,1
KTEB,64GA,US,US,1
KTEB,67KY,US,US,1
KTEB,68PA,US,US,1
KTEB,6FD2,US,US,1
KTEB,6MD1,US,US,1
KTEB,6NA2,US,US,1
KTEB,6NC8,US,US,1
KTEB,6NY3,US,US,1
KTEB,6WI2,US,US,1
KTEB,71MI,US,US,1
KTEB,4KS2,US,US,1
KTEB,47II,US,US,1
KTEB,45OI,US,US,1
KTEB,45OH,US,US,1
KTEB,21NH,US,US,1
KTEB,21NK,US,US,1
KTEB,22IL,US,US,1
KTEB,24FL,US,US,1
KTEB,24PA,US,US,1
KTEB,25OH,US,US,1
KTEB,27XS,US,US,1
KTEB,2AL7,US,US,1
KTEB,2IS9,US,US,1
KTEB,2LL5,US,US,1
KTEB,2MO1,US,US,1
KTEB,2OH9,US,US,1
KTEB,2PA4,US,US,1
KTEB,33CT,US,US,1
KTEB,33GA,US,US,1
KTEB,33MO,US,US,1
KTEB,34OH,US,US,1
KTEB,35II,US,US,1
KTEB,36NY,US,US,1
KTEB,39II,US,US,1
KTEB,3AL6,US,US,1
KTEB,3II9,US,US,1
KTEB,3OH5,US,US,1
KTEB,41NK,US,US,1
KTEB,42VT,US,US,1
KUES,KSTP,US,US,1
KUES,KSUE,US,US,1
KUES,KSUS,US,US,1
LEMD,LEMP,ES,ES,1
LEMD,LEMR,ES,ES,1
LEMD,LEPR,ES,ES,1
LEMD,LETF,ES,ES,1
LEMD,LEVD,ES,ES,1
LEMD,LEXJ,ES,ES,1
LEMD,LEZG,ES,ES,1
LEMD,LECT,ES,ES,1
LEMD,LEDA,ES,ES,1
LEMD,LEBB,ES,ES,1
LEMD,LEAB,ES,ES,1
LEMD,GCGM,ES,ES,1
LEMG,LEPP,ES,ES,1
LEMG,GCRR,ES,ES,1
LEMG,LEAL,ES,ES,1
LEMG,LEBE,ES,ES,1
LEMG,LECU,ES,ES,1
LEMG,LEJR,ES,ES,1
LEMG,LELH,ES,ES,1
LEMG,LEOS,ES,ES,1
LEMG,GCLP,ES,ES,1
LELO,LEPA,ES,ES,1
LELO,LEGE,ES,ES,1
LELO,LEBL,ES,ES,1
LEDA,LEMD,ES,ES,1
LEGE,LEBL,ES,ES,1
LEGE,LEDA,ES,ES,1
LEGE,LEMG,ES,ES,1
LEGE,LEMU,ES,ES,1
LEGT,LECU,ES,ES,1
LEGT,LEZL,ES,ES,1
LEDA,LECF,ES,ES,1
LECU,LEMG,ES,ES,1
LEBZ,LECU,ES,ES,1
LEBZ,LEMU,ES,ES,1
LECF,LEIG,ES,ES,1
LECJ,LEHC,ES,ES,1
LECN,LEMU,ES,ES,1
LECU,LEBZ,ES,ES,1
LECU,LEEV,ES,ES,1
LECU,LEMD,ES,ES,1
LEJR,LEMO,ES,ES,1
LEJR,LEOC,ES,ES,1
LEJR,LETO,ES,ES,1
LEJR,LEVC,ES,ES,1
LELH,LEDA,ES,ES,1
LELH,LEMP,ES,ES,1
LELH,LEVC,ES,ES,1
LELL,LEGE,ES,ES,1
LELL,LESB,ES,ES,1
LELN,LEMD,ES,ES,1
LELN,LEMG,ES,ES,1
LEJR,LEMG,ES,ES,1
LEJR,LELL,ES,ES,1
LEJR,LEHI,ES,ES,1
LEIB,LEGE,ES,ES,1
LEIB,LEJR,ES,ES,1
LEIB,LEMU,ES,ES,1
LEIB,LEVT,ES,ES,1
LFAF,LFAW,FR,FR,1
LEVD,LEBL,ES,ES,1
LEVT,LEMG,ES,ES,1
LEVT,LEZL,ES,ES,1
LEZG,LECU,ES,ES,1
LEZG,LELL,ES,ES,1
LEZG,LEVT,ES,ES,1
LEZG,LEZL,ES,ES,1
LETZ,LELL,ES,ES,1
LETO,LEBL,ES,ES,1
LETO,LEMD,ES,ES,1
LETO,LEMP,ES,ES,1
LEVC,GCLB,ES,ES,1
LEVC,GCXO,ES,ES,1
LEVC,LEJO,ES,ES,1
LEVC,LEMP,ES,ES,1
LEZL,LERE,ES,ES,1
LEZL,LESB,ES,ES,1
LEZL,LEVX,ES,ES,1
LEZL,LEXJ,ES,ES,1
LEZL,LEZG,ES,ES,1
LF50,LFFI,FR,FR,1
LF51,LFBG,FR,FR,1
LF51,LFLG,FR,FR,1
LF51,LFMA,FR,FR,1
LF51,LFME,FR,FR,1
LFAC,LFPN,FR,FR,1
LFAC,LFQN,FR,FR,1
LFAD,LFLP,FR,FR,1
LEZL,LEPP,ES,ES,1
LEZL,LEMG,ES,ES,1
LEZL,LECU,ES,ES,1
LEZL,LEAM,ES,ES,1
LEZL,GCLB,ES,ES,1
LEZL,LE84,ES,ES,1
LEMU,LETO,ES,ES,1
LEMH,LEMG,ES,ES,1
LEMO,LEMD,ES,ES,1
LEMO,LEZL,ES,ES,1
LEMP,LELH,ES,ES,1
LEMP,LEMD,ES,ES,1
LEMP,LEMG,ES,ES,1
LEMP,LESB,ES,ES,1
LEMT,LEJR,ES,ES,1
LEMT,LELT,ES,ES,1
LESB,LEMP,ES,ES,1
LESL,LEMD,ES,ES,1
LETF,LECU,ES,ES,1
LETF,LEJR,ES,ES,1
LEPP,LEZG,ES,ES,1
LEPA,LE84,ES,ES,1
LEPA,LEDA,ES,ES,1
LEPA,LEGE,ES,ES,1
LEPA,LELH,ES,ES,1
LEPA,LELL,ES,ES,1
LEPA,LEST,ES,ES,1
KYKM,55WA,US,US,1
KYIP,MI53,US,US,1
KYIP,MI88,US,US,1
KYIP,MY18,US,US,1
KYIP,NK05,US,US,1
KYIP,OA10,US,US,1
KYIP,OI46,US,US,1
KYIP,SC32,US,US,1
KYIP,VT26,US,US,1
KYIP,WI95,US,US,1
KYKM,02XS,US,US,1
KYKM,3OR8,US,US,1
KYKM,44OR,US,US,1
KYKM,61WA,US,US,1
KYIP,KTQH,US,US,1
KYKM,74WA,US,US,1
KYKM,91WA,US,US,1
KYKM,KBDN,US,US,1
KYKM,KCOE,US,US,1
KYKM,KLAX,US,US,1
KYKM,KMMV,US,US,1
KYKM,KPAE,US,US,1
KYKM,KPSP,US,US,1
KYKM,KSDM,US,US,1
KYKM,KSFO,US,US,1
KYKM,KSJC,US,US,1
KYIP,KTTF,US,US,1
KYIP,KTPA,US,US,1
KYIP,KMTO,US,US,1
KYIP,KJXN,US,US,1
KYIP,KJYM,US,US,1
KYIP,KLAS,US,US,1
KYIP,KLOT,US,US,1
KYIP,KLUK,US,US,1
KYIP,KMCI,US,US,1
KYIP,KMCO,US,US,1
KYIP,KMDT,US,US,1
KYIP,KMIV,US,US,1
KYIP,KMKE,US,US,1
KYIP,KMSP,US,US,1
KYIP,KMTC,US,US,1
KYIP,KMWC,US,US,1
KYIP,KTOL,US,US,1
KYIP,KORD,US,US,1
KYIP,KORL,US,US,1
KYIP,KOSU,US,US,1
KYIP,KPEO,US,US,1
KYIP,KPHL,US,US,1
KYIP,KPTK,US,US,1
KYIP,KRDU,US,US,1
KYIP,KSDF,US,US,1
KYIP,KSPI,US,US,1
KYIP,KSTL,US,US,1
KYIP,KTEB,US,US,1
KYIP,KTIK,US,US,1
KYKM,KSNA,US,US,1
KYKM,KTCM,US,US,1
KYKM,KUAO,US,US,1
KZ10,KL65,US,US,1
KYNG,KPHL,US,US,1
KYNG,KRDU,US,US,1
KYNG,KSTL,US,US,1
KYNG,KTPA,US,US,1
KYNG,KXLL,US,US,1
KYNG,PN11,US,US,1
KYNG,PN85,US,US,1
KZ01,K12J,US,US,1
KZ01,KGZH,US,US,1
KZ01,KMVC,US,US,1
KZ10,86WA,US,US,1
KZ10,ID26,US,US,1
KZ10,KLSV,US,US,1
KYKM,KVNY,US,US,1
KZ10,KSZL,US,US,1
KZ10,WA67,US,US,1
KZ10,WN21,US,US,1
KZ98,02MI,US,US,1
KZ98,25IN,US,US,1
KZ98,6MI3,US,US,1
KZ98,7OH1,US,US,1
KZ98,K6D6,US,US,1
KZ98,KFPK,US,US,1
KZ98,KGRR,US,US,1
KZ98,KPTK,US,US,1
KYNG,KOWD,US,US,1
KYNG,KMCN,US,US,1
KYNG,KFXE,US,US,1
KYNG,KDMA,US,US,1
KYKM,KZ10,US,US,1
KYKM,OG54,US,US,1
KYKM,WN14,US,US,1
KYKM,WN45,US,US,1
KYKM,WN95,US,US,1
KYNG,02XS,US,US,1
KYNG,0NC1,US,US,1
KYNG,1PN1,US,US,1
KYNG,24PA,US,US,1
KYNG,25OI,US,US,1
KYNG,42OH,US,US,1
KYNG,69OI,US,US,1
KYNG,7FA8,US,US,1
KYNG,89OI,US,US,1
KYNG,8OH5,US,US,1
KYNG,8OI3,US,US,1
KYNG,98PA,US,US,1
KYNG,9IN7,US,US,1
KYNG,9PA7,US,US,1
KYNG,CT52,US,US,1
KYNG,K41N,US,US,1
KYNG,K8G6,US,US,1
KYNG,KAGC,US,US,1
KYNG,KBTP,US,US,1
KYNG,KCQA,US,US,1
KYIP,KJFK,US,US,1
KYIP,KIAD,US,US,1
KYIP,KHPN,US,US,1
KY50,93WI,US,US,1
KY47,KLAX,US,US,1
KY47,KMDW,US,US,1
KY47,KMKE,US,US,1
KY47,KMWC,US,US,1
KY47,KMWO,US,US,1
KY47,KOEB,US,US,1
KY47,KS24,US,US,1
KY47,KSAN,US,US,1
KY47,KTNU,US,US,1
KY47,KTOL,US,US,1
KY47,MI29,US,US,1
KY50,0WI7,US,US,1
KY50,KFLD,US,US,1
KY51,KMSN,US,US,1
KY50,KIGQ,US,US,1
KY50,WI13,US,US,1
KY50,WI97,US,US,1
KY51,37IS,US,US,1
KY51,4IL5,US,US,1
KY51,IA54,US,US,1
KY51,IS80,US,US,1
KY51,KC29,US,US,1
KY51,KCPS,US,US,1
KY51,KEFT,US,US,1
KY51,KJOT,US,US,1
KY51,KJVL,US,US,1
KY47,KLAS,US,US,1
KY47,KDFI,US,US,1
KY47,K45G,US,US,1
KY47,K29M,US,US,1
KXNA,TX45,US,US,1
KXNO,12SC,US,US,1
KXNO,1NC0,US,US,1
KXNO,1NC8,US,US,1
KXNO,4GA9,US,US,1
KXNO,7PS7,US,US,1
KXNO,K2A5,US,US,1
KXNO,KAND,US,US,1
KXNO,KCEU,US,US,1
KXNO,KGYH,US,US,1
KXNO,KLQK,US,US,1
KXNO,NY09,US,US,1
KXSA,03NY,US,US,1
KXSA,K47N,US,US,1
KXSA,KCGE,US,US,1
KXSA,KILG,US,US,1
KXSA,VA31,US,US,1
KY37,4MN8,US,US,1
KY47,0IN2,US,US,1
KY47,37MI,US,US,1
KY47,3FD6,US,US,1
KY47,3PS9,US,US,1
KY47,5MI7,US,US,1
KY47,II72,US,US,1
KY47,II96,US,US,1
KY51,KLNR,US,US,1
KY51,KMWC,US,US,1
KYIP,KHKY,US,US,1
KYIP,IN03,US,US,1
KYIP,4LL8,US,US,1
KYIP,4PA5,US,US,1
KYIP,61NC,US,US,1
KYIP,68MI,US,US,1
