origin,destination,origin_country,destination_country,count
KNUN,KDCU,US,US,1
KNUN,KECP,US,US,1
KNUN,KEFD,US,US,1
KNUN,KFLL,US,US,1
KNUN,KNFD,US,US,1
KNUN,KNGS,US,US,1
KNUN,KPAM,US,US,1
KNUN,KPTK,US,US,1
KNUQ,KIZA,US,US,1
KNUQ,KLGA,US,US,1
KNUQ,KLGB,US,US,1
KNY2,6FL3,US,US,1
KNY2,01FA,US,US,1
KNY2,02XS,US,US,1
KNY2,07KY,US,US,1
KNY2,09FL,US,US,1
KNY2,17NK,US,US,1
KNY2,20NY,US,US,1
KNY2,25GA,US,US,1
KNY2,2NY9,US,US,1
KNY2,34IN,US,US,1
KNY2,4IL3,US,US,1
KNY2,4NK1,US,US,1
KNY2,62IA,US,US,1
KNY2,71MI,US,US,1
KNUQ,KLVK,US,US,1
KNY2,73OI,US,US,1
KNY2,89NJ,US,US,1
KNY2,8FL1,US,US,1
KNY2,90NY,US,US,1
KNY2,95FD,US,US,1
KNY2,CO12,US,US,1
KNY2,CT52,US,US,1
KNY2,FD92,US,US,1
KNY2,FL57,US,US,1
KNUW,KU76,US,US,1
KNUW,KBFI,US,US,1
KNUW,K74S,US,US,1
KNUW,0ID5,US,US,1
KNUQ,KM45,US,US,1
KNUQ,KMAE,US,US,1
KNUQ,KMCC,US,US,1
KNUQ,KMKC,US,US,1
KNUQ,KMOD,US,US,1
KNUQ,KNTD,US,US,1
KNUQ,KPVU,US,US,1
KNUQ,KRDU,US,US,1
KNUQ,KRMG,US,US,1
KNUQ,KSBA,US,US,1
KNUQ,KSNS,US,US,1
KNUQ,KSUU,US,US,1
KNUQ,KTCY,US,US,1
KNUQ,KTVL,US,US,1
KNUQ,KUDD,US,US,1
KNUQ,KVIS,US,US,1
KNUQ,KWHP,US,US,1
KNUQ,KWJF,US,US,1
KNUQ,OR90,US,US,1
KNUQ,PANC,US,US,1
KNUQ,UT13,US,US,1
KNUN,67FL,US,US,1
KNUN,60CO,US,US,1
KNUN,57AL,US,US,1
KNRB,KX21,US,US,1
KNRA,37CN,US,US,1
KNRA,96WA,US,US,1
KNRA,9WA7,US,US,1
KNRB,0FD0,US,US,1
KNRB,21FA,US,US,1
KNRB,2FD6,US,US,1
KNRB,34FD,US,US,1
KNRB,9NR8,US,US,1
KNRB,FD86,US,US,1
KNRB,FL36,US,US,1
KNRB,KMIA,US,US,1
KNRB,KVQQ,US,US,1
KNRB,KX50,US,US,1
KNRQ,KDCA,US,US,1
KNRB,KXFL,US,US,1
KNRQ,16FL,US,US,1
KNRQ,1AL4,US,US,1
KNRQ,49FD,US,US,1
KNRQ,AL81,US,US,1
KNRQ,FD81,US,US,1
KNRQ,FD82,US,US,1
KNRQ,FL57,US,US,1
KNRQ,K0J4,US,US,1
KNRQ,K33J,US,US,1
KNRQ,K54J,US,US,1
KNRQ,K79J,US,US,1
KNRA,15WA,US,US,1
KNPA,KW32,US,US,1
KNPA,KVPS,US,US,1
KNPA,KVDF,US,US,1
KNPA,6FL2,US,US,1
KNPA,7AL9,US,US,1
KNPA,AL17,US,US,1
KNPA,AL69,US,US,1
KNPA,AL84,US,US,1
KNPA,AL97,US,US,1
KNPA,DE04,US,US,1
KNPA,DE07,US,US,1
KNPA,K0J4,US,US,1
KNPA,K2R4,US,US,1
KNPA,K4R4,US,US,1
KNPA,K79J,US,US,1
KNPA,KCLW,US,US,1
KNPA,KECP,US,US,1
KNPA,KEVB,US,US,1
KNPA,KGZH,US,US,1
KNPA,KIAD,US,US,1
KNPA,KLEE,US,US,1
KNPA,KNFD,US,US,1
KNPA,KNFJ,US,US,1
KNPA,KNKL,US,US,1
KNPA,KNUN,US,US,1
KNPA,KOPF,US,US,1
KNPA,KOZR,US,US,1
KNPA,KRYY,US,US,1
KNRQ,K8A0,US,US,1
KNRQ,KGZH,US,US,1
KNUN,4GE2,US,US,1
KNTD,KSBA,US,US,1
KNSE,KNKL,US,US,1
KNSE,KOZR,US,US,1
KNSE,KTLH,US,US,1
KNSE,KVQQ,US,US,1
KNSE,SC86,US,US,1
KNSI,KNUC,US,US,1
KNTD,KADW,US,US,1
KNTD,KAVX,US,US,1
KNTD,KCEW,US,US,1
KNTD,KHHR,US,US,1
KNTD,KIZA,US,US,1
KNTD,KNKX,US,US,1
KNTD,KSMX,US,US,1
KNRQ,KIAD,US,US,1
KNTD,KW32,US,US,1
KNTU,KPVG,US,US,1
KNUC,CA84,US,US,1
KNUC,KMYF,US,US,1
KNUC,KNKX,US,US,1
KNUC,KNSI,US,US,1
KNUC,KTOA,US,US,1
KNUN,0AL1,US,US,1
KNUN,0MN6,US,US,1
KNUN,49FL,US,US,1
KNSE,KNIP,US,US,1
KNSE,KNGS,US,US,1
KNSE,KMAI,US,US,1
KNSE,KCTY,US,US,1
KNRQ,KJKA,US,US,1
KNRQ,KMCO,US,US,1
KNRQ,KMKE,US,US,1
KNRQ,KNFD,US,US,1
KNRQ,KPHL,US,US,1
KNRQ,KPNS,US,US,1
KNRQ,KRYY,US,US,1
KNRQ,KTYS,US,US,1
KNRQ,KWDR,US,US,1
KNRS,CA75,US,US,1
KNRS,KSNA,US,US,1
KNSE,18FD,US,US,1
KNSE,24FL,US,US,1
KNSE,2KS0,US,US,1
KNSE,3AL1,US,US,1
KNSE,45KS,US,US,1
KNSE,4AL6,US,US,1
KNSE,56FL,US,US,1
KNSE,5AL8,US,US,1
KNSE,AL81,US,US,1
KNSE,FA26,US,US,1
KNSE,FD26,US,US,1
KNSE,K1A9,US,US,1
KNSE,K33J,US,US,1
KNSE,KCEW,US,US,1
KNY2,IS56,US,US,1
KNY2,KADS,US,US,1
KNY2,KAFN,US,US,1
KO32,KFCH,US,US,1
KO27,KPSP,US,US,1
KO27,KSTS,US,US,1
KO27,KTLR,US,US,1
KO27,KTVL,US,US,1
KO27,KVCB,US,US,1
KO27,KVIS,US,US,1
KO28,KSMF,US,US,1
KO32,37CN,US,US,1
KO32,5CL9,US,US,1
KO32,77CL,US,US,1
KO32,7CA6,US,US,1
KO32,KFAT,US,US,1
KO32,KMAE,US,US,1
KO37,KVCB,US,US,1
KO32,KVIS,US,US,1
KO37,0CN2,US,US,1
KO37,3CL2,US,US,1
KO37,4CA7,US,US,1
KO37,63CN,US,US,1
KO37,8CL6,US,US,1
KO37,CA60,US,US,1
KO37,KAPC,US,US,1
KO37,KFCH,US,US,1
KO37,KLVK,US,US,1
KO37,KMCC,US,US,1
KO37,KO08,US,US,1
KO27,KOAR,US,US,1
KO27,KO61,US,US,1
KO27,KMPI,US,US,1
KO27,KMCE,US,US,1
KO22,KSNS,US,US,1
KO22,KSTS,US,US,1
KO22,KTVL,US,US,1
KO22,KVCB,US,US,1
KO22,KWVI,US,US,1
KO27,29CN,US,US,1
KO27,5CA8,US,US,1
KO27,7CL9,US,US,1
KO27,9CL0,US,US,1
KO27,9CL2,US,US,1
KO27,CA17,US,US,1
KO27,K1O3,US,US,1
KO27,K3O1,US,US,1
KO27,KBDN,US,US,1
KO27,KC83,US,US,1
KO27,KCCR,US,US,1
KO27,KDVT,US,US,1
KO27,KE16,US,US,1
KO27,KE45,US,US,1
KO27,KFAT,US,US,1
KO27,KHAF,US,US,1
KO27,KL19,US,US,1
KO27,KLHM,US,US,1
KO27,KLSN,US,US,1
KO27,KMAE,US,US,1
KO37,KSQL,US,US,1
KO41,32CL,US,US,1
KO22,KSJC,US,US,1
KO61,7CL9,US,US,1
KO60,CL36,US,US,1
KO60,KBDN,US,US,1
KO60,KC83,US,US,1
KO60,KHWD,US,US,1
KO60,KO61,US,US,1
KO60,KO69,US,US,1
KO60,KRHV,US,US,1
KO60,KTCY,US,US,1
KO60,KUKI,US,US,1
KO61,09CL,US,US,1
KO61,63CN,US,US,1
KO61,6CA6,US,US,1
KO61,80CA,US,US,1
KO41,35CN,US,US,1
KO61,CA16,US,US,1
KO61,CA60,US,US,1
KO61,CA71,US,US,1
KO61,CN13,US,US,1
KO61,K1O3,US,US,1
KO61,KAJO,US,US,1
KO61,KBLU,US,US,1
KO61,KC83,US,US,1
KO61,KDVO,US,US,1
KO61,KLVK,US,US,1
KO61,KMYV,US,US,1
KO61,KO22,US,US,1
KO60,CA21,US,US,1
KO52,KVCB,US,US,1
KO52,KSMF,US,US,1
KO52,KSCK,US,US,1
KO41,CL36,US,US,1
KO41,KAPC,US,US,1
KO41,KBLU,US,US,1
KO41,KCCR,US,US,1
KO41,KFAT,US,US,1
KO41,KGOO,US,US,1
KO41,KLHM,US,US,1
KO41,KO69,US,US,1
KO41,KOAK,US,US,1
KO41,KPAO,US,US,1
KO41,KWLW,US,US,1
KO42,37CN,US,US,1
KO42,KL05,US,US,1
KO42,KNLC,US,US,1
KO42,KSBP,US,US,1
KO47,KPWA,US,US,1
KO52,0CN2,US,US,1
KO52,92CL,US,US,1
KO52,CA21,US,US,1
KO52,CL56,US,US,1
KO52,K1O3,US,US,1
KO52,KFUL,US,US,1
KO52,KO28,US,US,1
KO52,KO61,US,US,1
KO22,KSNA,US,US,1
KO22,KO61,US,US,1
KNY2,KAGC,US,US,1
KNZY,KCRQ,US,US,1
KNYG,KGAI,US,US,1
KNYG,KIAD,US,US,1
KNYG,KJYO,US,US,1
KNZY,04CL,US,US,1
KNZY,0CA6,US,US,1
KNZY,0CL6,US,US,1
KNZY,57AZ,US,US,1
KNZY,58CL,US,US,1
KNZY,KAVQ,US,US,1
KNZY,KBNA,US,US,1
KNZY,KCMA,US,US,1
KNZY,KCOS,US,US,1
KNZY,KF70,US,US,1
KO08,2CL2,US,US,1
KNZY,KIWA,US,US,1
KNZY,KL65,US,US,1
KNZY,KLAS,US,US,1
KNZY,KMZJ,US,US,1
KNZY,KNRS,US,US,1
KNZY,KNTD,US,US,1
KNZY,KO70,US,US,1
KNZY,KPHX,US,US,1
KNZY,KSAN,US,US,1
KNZY,KSBP,US,US,1
KNZY,KSEE,US,US,1
KNZY,KSMX,US,US,1
KNY2,SC45,US,US,1
KNY2,PS05,US,US,1
KNY2,PN43,US,US,1
KNY2,PN40,US,US,1
KNY2,KALB,US,US,1
KNY2,KBED,US,US,1
KNY2,KBKL,US,US,1
KNY2,KDWH,US,US,1
KNY2,KHPN,US,US,1
KNY2,KHVN,US,US,1
KNY2,KISM,US,US,1
KNY2,KISP,US,US,1
KNY2,KITH,US,US,1
KNY2,KMDT,US,US,1
KNY2,KMTN,US,US,1
KNY2,KPEO,US,US,1
KNY2,KPNE,US,US,1
KNY2,KPTK,US,US,1
KNY2,KPWK,US,US,1
KNY2,KROA,US,US,1
KNY2,KSGR,US,US,1
KNY2,KWRI,US,US,1
KNY2,NC25,US,US,1
KNY2,NC37,US,US,1
KNY2,NJ25,US,US,1
KNY2,NK71,US,US,1
KNY2,NK72,US,US,1
KNY2,NY28,US,US,1
KNY2,PA66,US,US,1
KO08,12CN,US,US,1
KO08,33CL,US,US,1
KO22,KLSN,US,US,1
KO22,9CL2,US,US,1
KO20,KMOD,US,US,1
KO20,KOAK,US,US,1
KO20,KSBP,US,US,1
KO20,KSCK,US,US,1
KO20,KTCY,US,US,1
KO22,07CL,US,US,1
KO22,0CL0,US,US,1
KO22,15CL,US,US,1
KO22,29CN,US,US,1
KO22,37CN,US,US,1
KO22,7CL9,US,US,1
KO22,9CL0,US,US,1
KO22,9CL7,US,US,1
KO08,4CL3,US,US,1
KO22,KC83,US,US,1
KO22,KCMA,US,US,1
KO22,KDVO,US,US,1
KO22,KF72,US,US,1
KO22,KFAT,US,US,1
KO22,KFUL,US,US,1
KO22,KHAF,US,US,1
KO22,KHJO,US,US,1
KO22,KHWD,US,US,1
KO22,KL94,US,US,1
KO22,KLGB,US,US,1
KO22,KLHM,US,US,1
KO20,KLVK,US,US,1
KO20,KAPC,US,US,1
KO20,CA67,US,US,1
KO20,CA66,US,US,1
KO08,90CL,US,US,1
KO08,9CL2,US,US,1
KO08,CA35,US,US,1
KO08,CL36,US,US,1
KO08,KAPC,US,US,1
KO08,KCIC,US,US,1
KO08,KDWA,US,US,1
KO08,KMOD,US,US,1
KO08,KMYF,US,US,1
KO08,KO52,US,US,1
KO08,KO61,US,US,1
KO08,KOAK,US,US,1
KO08,KPAO,US,US,1
KO08,KSTS,US,US,1
KO11,54AR,US,US,1
KO11,KRVS,US,US,1
KO15,KCMA,US,US,1
KO15,KLVK,US,US,1
KO15,KMCE,US,US,1
KO15,KMER,US,US,1
KO15,KMOD,US,US,1
KO15,KO88,US,US,1
KO15,KVIS,US,US,1
KO20,9CL9,US,US,1
KO20,CA19,US,US,1
KOJC,KLUK,US,US,1
KOJC,KMCI,US,US,1
KORD,AL55,US,US,1
KOPF,K29D,US,US,1
KOPF,FL59,US,US,1
KOPF,FL76,US,US,1
KOPF,FL77,US,US,1
KOPF,FL80,US,US,1
KOPF,FL97,US,US,1
KOPF,FL99,US,US,1
KOPF,GA68,US,US,1
KOPF,II05,US,US,1
KOPF,K05C,US,US,1
KOPF,K1H3,US,US,1
KOPF,K1J0,US,US,1
KOPF,K5I4,US,US,1
KOPF,FL28,US,US,1
KOPF,KABQ,US,US,1
KOPF,KACY,US,US,1
KOPF,KALN,US,US,1
KOPF,KAND,US,US,1
KOPF,KAPC,US,US,1
KOPF,KAPF,US,US,1
KOPF,KBDR,US,US,1
KOPF,KBFI,US,US,1
KOPF,KBFR,US,US,1
KOPF,KBKL,US,US,1
KOPF,KBKV,US,US,1
KOPF,KBVY,US,US,1
KOPF,FL36,US,US,1
KOPF,FD89,US,US,1
KOPF,KSGJ,US,US,1
KOPF,9IL6,US,US,1
KOPF,9WI4,US,US,1
KOPF,AL34,US,US,1
KOPF,CT42,US,US,1
KOPF,DE34,US,US,1
KOPF,FD77,US,US,1
KOPF,FA09,US,US,1
KOPF,FA32,US,US,1
KOPF,FA46,US,US,1
KOPF,FA50,US,US,1
KOPF,FD22,US,US,1
KOPF,FD35,US,US,1
KOPF,FD37,US,US,1
KOPF,FD39,US,US,1
KOPF,FD48,US,US,1
KOPF,KCDW,US,US,1
KOPF,KCHN,US,US,1
KOPF,KCLE,US,US,1
KOPF,KOSU,US,US,1
KOPF,KLNS,US,US,1
KOPF,KMCF,US,US,1
KOPF,KMCO,US,US,1
KOPF,KMGJ,US,US,1
KOPF,KMQJ,US,US,1
KOPF,KMQS,US,US,1
KOPF,KMSP,US,US,1
KOPF,KNFW,US,US,1
KOPF,KNRB,US,US,1
KOPF,KO60,US,US,1
KOPF,KOMA,US,US,1
KOPF,KOMN,US,US,1
KOPF,KPOB,US,US,1
KOPF,KCTY,US,US,1
KOPF,KPVD,US,US,1
KOPF,KPWA,US,US,1
KOPF,KPYM,US,US,1
KOPF,KRAC,US,US,1
KOPF,KRIR,US,US,1
KOPF,KROC,US,US,1
KOPF,KRSW,US,US,1
KOPF,KRVS,US,US,1
KOPF,KSAF,US,US,1
KOPF,KSBP,US,US,1
KOPF,KSFO,US,US,1
KOPF,KSGF,US,US,1
KOPF,KLNK,US,US,1
KOPF,KLGB,US,US,1
KOPF,KLFI,US,US,1
KOPF,KLEE,US,US,1
KOPF,KDAY,US,US,1
KOPF,KDET,US,US,1
KOPF,KDFW,US,US,1
KOPF,KDPA,US,US,1
KOPF,KEFD,US,US,1
KOPF,KFDW,US,US,1
KOPF,KGIF,US,US,1
KOPF,KGKY,US,US,1
KOPF,KGRB,US,US,1
KOPF,KGYH,US,US,1
KOPF,KHVN,US,US,1
KOPF,KHWD,US,US,1
KOPF,KI40,US,US,1
KOPF,KIAH,US,US,1
KOPF,KITH,US,US,1
KOPF,KJAX,US,US,1
KOPF,KJKA,US,US,1
KOPF,KJVL,US,US,1
KOPF,KJWN,US,US,1
KOPF,KJYO,US,US,1
KOPF,KJZP,US,US,1
KOPF,KLAF,US,US,1
KOPF,KLBE,US,US,1
KOPF,KLBR,US,US,1
KOPF,KLEB,US,US,1
KOPF,9FD7,US,US,1
KOPF,9FD5,US,US,1
KOPF,97KS,US,US,1
KONT,UT40,US,US,1
KONT,KU77,US,US,1
KONT,KVCV,US,US,1
KONT,LL74,US,US,1
KONT,MA43,US,US,1
KONT,MI58,US,US,1
KONT,MY52,US,US,1
KONT,NE11,US,US,1
KONT,NY28,US,US,1
KONT,NY72,US,US,1
KONT,OH65,US,US,1
KONT,OH77,US,US,1
KONT,XA78,US,US,1
KONZ,KDCA,US,US,1
KONX,KMMK,US,US,1
KONX,KORF,US,US,1
KONX,KPHF,US,US,1
KONX,KPHL,US,US,1
KONX,KPVG,US,US,1
KONZ,3NC0,US,US,1
KONZ,3PN9,US,US,1
KONZ,5PA8,US,US,1
KONZ,FL99,US,US,1
KONZ,K6I6,US,US,1
KONZ,KBED,US,US,1
KONZ,KBOS,US,US,1
KONT,KTUS,US,US,1
KONT,KTEB,US,US,1
KONT,KSYR,US,US,1
KONT,KSNS,US,US,1
KONT,KGYR,US,US,1
KONT,KHHR,US,US,1
KONT,KHIO,US,US,1
KONT,KHLG,US,US,1
KONT,KI67,US,US,1
KONT,KILN,US,US,1
KONT,KISM,US,US,1
KONT,KL22,US,US,1
KONT,KL70,US,US,1
KONT,KL77,US,US,1
KONT,KMRY,US,US,1
KONT,KMSN,US,US,1
KONT,KMZJ,US,US,1
KONT,KNY2,US,US,1
KONT,KOMA,US,US,1
KONT,KOXR,US,US,1
KONT,KPAE,US,US,1
KONT,KPMD,US,US,1
KONT,KPOC,US,US,1
KONT,KRAL,US,US,1
KONT,KRIV,US,US,1
KONT,KSAF,US,US,1
KONT,KSEE,US,US,1
KONT,KSGR,US,US,1
KONT,KSGS,US,US,1
KONZ,KCMH,US,US,1
KONZ,KHPN,US,US,1
KOPF,8FL1,US,US,1
KOPF,58FD,US,US,1
KOPF,24FL,US,US,1
KOPF,2GA9,US,US,1
KOPF,2VG2,US,US,1
KOPF,33FA,US,US,1
KOPF,38NY,US,US,1
KOPF,3FD4,US,US,1
KOPF,3NK5,US,US,1
KOPF,47FD,US,US,1
KOPF,4FD3,US,US,1
KOPF,4FL9,US,US,1
KOPF,4NK4,US,US,1
KOPF,57GA,US,US,1
KOPF,5FL1,US,US,1
KONZ,KIAD,US,US,1
KOPF,63PA,US,US,1
KOPF,66FD,US,US,1
KOPF,70MD,US,US,1
KOPF,72FL,US,US,1
KOPF,79II,US,US,1
KOPF,7FA8,US,US,1
KOPF,7FD6,US,US,1
KOPF,7MD0,US,US,1
KOPF,7NC9,US,US,1
KOPF,7NJ7,US,US,1
KOPF,7TN3,US,US,1
KOPF,8FA4,US,US,1
KOPF,23MN,US,US,1
KOPF,22MD,US,US,1
KOPF,22FA,US,US,1
KOPF,21NH,US,US,1
KONZ,KLPR,US,US,1
KONZ,KMDT,US,US,1
KONZ,KMGY,US,US,1
KONZ,KOSU,US,US,1
KONZ,KPHL,US,US,1
KONZ,KPTK,US,US,1
KONZ,KSCH,US,US,1
KONZ,KTTF,US,US,1
KONZ,NH67,US,US,1
KOPF,02II,US,US,1
KOPF,05FL,US,US,1
KOPF,07FA,US,US,1
KOPF,09FL,US,US,1
KOPF,0FA1,US,US,1
KOPF,0FL0,US,US,1
KOPF,0GE0,US,US,1
KOPF,11FA,US,US,1
KOPF,11FL,US,US,1
KOPF,17FA,US,US,1
KOPF,17FL,US,US,1
KOPF,1FA9,US,US,1
KOPF,1II8,US,US,1
KOPF,1OR3,US,US,1
KOPF,21FL,US,US,1
KOPF,KSGH,US,US,1
KOPF,KTEX,US,US,1
KOJC,KMDW,US,US,1
KORD,0OI6,US,US,1
KORD,01FA,US,US,1
KORD,01IA,US,US,1
KORD,04II,US,US,1
KORD,05IN,US,US,1
KORD,06IA,US,US,1
KORD,06MO,US,US,1
KORD,0LL5,US,US,1
KORD,0MD1,US,US,1
KORD,0MN6,US,US,1
KORD,0MU8,US,US,1
KORD,0NC7,US,US,1
KORD,0OH9,US,US,1
KORD,0PS4,US,US,1
KOQW,KPPO,US,US,1
KORD,0TN6,US,US,1
KORD,0WI6,US,US,1
KORD,12MI,US,US,1
KORD,16IS,US,US,1
KORD,17FA,US,US,1
KORD,1II8,US,US,1
KORD,20GA,US,US,1
KORD,20SC,US,US,1
KORD,26IS,US,US,1
KORD,27WV,US,US,1
KORD,29IN,US,US,1
KORD,2AL7,US,US,1
KORD,00VI,US,US,1
KOQW,KJVL,US,US,1
KOPF,KTNT,US,US,1
KOQU,KAOH,US,US,1
KOQN,PA49,US,US,1
KOQN,PA68,US,US,1
KOQN,VA31,US,US,1
KOQN,VG40,US,US,1
KOQN,VT01,US,US,1
KOQN,VT60,US,US,1
KOQU,01FL,US,US,1
KOQU,05FL,US,US,1
KOQU,09FL,US,US,1
KOQU,FA37,US,US,1
KOQU,K8B5,US,US,1
KOQU,KADW,US,US,1
KOQU,KCHN,US,US,1
KOQW,KC77,US,US,1
KOQU,KJFK,US,US,1
KOQU,KLWM,US,US,1
KOQU,KPMP,US,US,1
KOQU,KPNE,US,US,1
KOQU,KSRQ,US,US,1
KOQU,KUUU,US,US,1
KOQU,MA44,US,US,1
KOQW,9IN2,US,US,1
KOQW,K06C,US,US,1
KOQW,K44C,US,US,1
KOQW,K55Y,US,US,1
KORD,2VA2,US,US,1
KORD,2WV5,US,US,1
KORD,30NC,US,US,1
KORD,7LL6,US,US,1
KORD,67OH,US,US,1
KORD,6FD6,US,US,1
KORD,6II8,US,US,1
KORD,6IN8,US,US,1
KORD,6NC3,US,US,1
KORD,6OI5,US,US,1
KORD,71LL,US,US,1
KORD,74IN,US,US,1
KORD,75PA,US,US,1
KORD,77CL,US,US,1
KORD,77MO,US,US,1
KORD,7II7,US,US,1
KORD,7MI3,US,US,1
KORD,31II,US,US,1
KORD,81GA,US,US,1
KORD,87OH,US,US,1
KORD,88PA,US,US,1
KORD,88WI,US,US,1
KORD,95FD,US,US,1
KORD,95IL,US,US,1
KORD,96CO,US,US,1
KORD,9IL3,US,US,1
KORD,9IN4,US,US,1
KORD,9MI6,US,US,1
KORD,9TN9,US,US,1
KORD,AL40,US,US,1
KORD,64NC,US,US,1
KORD,64KY,US,US,1
KORD,61NC,US,US,1
KORD,60IN,US,US,1
KORD,31LL,US,US,1
KORD,32IS,US,US,1
KORD,32MO,US,US,1
KORD,35AZ,US,US,1
KORD,36WI,US,US,1
KORD,38IN,US,US,1
KORD,3KY9,US,US,1
KORD,3LS7,US,US,1
KORD,3MI7,US,US,1
KORD,3WN9,US,US,1
KORD,40FL,US,US,1
KORD,43OR,US,US,1
KORD,44PA,US,US,1
KORD,46MO,US,US,1
KORD,47NY,US,US,1
KORD,48FL,US,US,1
KORD,49MN,US,US,1
KORD,4FL8,US,US,1
KORD,4IA7,US,US,1
KORD,4WI4,US,US,1
KORD,50NE,US,US,1
KORD,57FA,US,US,1
KORD,59CO,US,US,1
KORD,5IN6,US,US,1
KORD,5IS4,US,US,1
KOQN,PA43,US,US,1
KOQN,NJ06,US,US,1
KOQN,MD59,US,US,1
KOPF,TX05,US,US,1
KOPF,OI27,US,US,1
KOPF,PA76,US,US,1
KOPF,PN66,US,US,1
KOPF,SC32,US,US,1
KOPF,SC78,US,US,1
KOPF,SC97,US,US,1
KOPF,SN59,US,US,1
KOPF,TA57,US,US,1
KOPF,TN73,US,US,1
KOQN,14PA,US,US,1
KOPF,VA45,US,US,1
KOPF,VT12,US,US,1
KOPN,16FL,US,US,1
KOPN,1GE4,US,US,1
KOPN,9GA0,US,US,1
KOPN,GA49,US,US,1
KOPN,K5A9,US,US,1
KOPN,KGYH,US,US,1
KOPN,KHRJ,US,US,1
KOPN,KMKE,US,US,1
KOQN,05MD,US,US,1
KOQN,0PN6,US,US,1
KOPF,OH22,US,US,1
KOPF,OH15,US,US,1
KOPF,NY67,US,US,1
KOPF,NE42,US,US,1
KOPF,KTOL,US,US,1
KOPF,KTSO,US,US,1
KOPF,KUGN,US,US,1
KOPF,KWBW,US,US,1
KOPF,KX05,US,US,1
KOPF,KX07,US,US,1
KOPF,KX35,US,US,1
KOPF,KXLL,US,US,1
KOPF,KYIP,US,US,1
KOPF,MA55,US,US,1
KOPF,NC00,US,US,1
KOPF,NC03,US,US,1
KOPF,NC13,US,US,1
KOPF,NC31,US,US,1
KOPF,NC50,US,US,1
KOQN,14FA,US,US,1
KOQN,2DE2,US,US,1
KOQN,MD23,US,US,1
KOQN,KN03,US,US,1
KOQN,KBTP,US,US,1
KOQN,KCDW,US,US,1
KOQN,KDMW,US,US,1
KOQN,KEVY,US,US,1
KOQN,KFAY,US,US,1
KOQN,KFDK,US,US,1
KOQN,KFRG,US,US,1
KOQN,KHVN,US,US,1
KOQN,KHZL,US,US,1
KOQN,KLGA,US,US,1
KOQN,KMDT,US,US,1
KOQN,KMPO,US,US,1
KOQN,KN13,US,US,1
KOQN,2NC1,US,US,1
KOQN,KN14,US,US,1
KOQN,KN47,US,US,1
KOQN,KN57,US,US,1
KOQN,KPNE,US,US,1
KOQN,KRDG,US,US,1
KOQN,KRVL,US,US,1
KOQN,KTTA,US,US,1
KOQN,KTTN,US,US,1
KOQN,KVAY,US,US,1
KOQN,KXSA,US,US,1
KOQN,MA53,US,US,1
KOQN,MA55,US,US,1
KOQN,KBQR,US,US,1
KOQN,KBID,US,US,1
KOQN,KBDR,US,US,1
KOQN,KAGC,US,US,1
KOQN,32PN,US,US,1
KOQN,3NC0,US,US,1
KOQN,3VA5,US,US,1
KOQN,4PS4,US,US,1
KOQN,55PA,US,US,1
KOQN,5NY5,US,US,1
KOQN,5PA3,US,US,1
KOQN,5PN5,US,US,1
KOQN,89NJ,US,US,1
KOQN,8NJ0,US,US,1
KOQN,DE10,US,US,1
KOQN,DE11,US,US,1
KOQN,DE14,US,US,1
KOQN,DE23,US,US,1
KOQN,DE25,US,US,1
KOQN,DE33,US,US,1
KOQN,FA35,US,US,1
KOQN,JY04,US,US,1
KOQN,JY17,US,US,1
KOQN,K1N7,US,US,1
KOQN,K4N1,US,US,1
KOQN,K5A1,US,US,1
KOQN,K9D4,US,US,1
KOQN,KACY,US,US,1
KOQN,KAFN,US,US,1
KONT,KFTW,US,US,1
KONT,KFPK,US,US,1
KONT,KFAT,US,US,1
KOKV,KFTY,US,US,1
KOKV,24SC,US,US,1
KOKV,3MD4,US,US,1
KOKV,3VA0,US,US,1
KOKV,6NC9,US,US,1
KOKV,73OI,US,US,1
KOKV,KACZ,US,US,1
KOKV,KBLM,US,US,1
KOKV,KCEU,US,US,1
KOKV,KCGS,US,US,1
KOKV,KDPL,US,US,1
KOKV,KDYL,US,US,1
KOKV,KEWR,US,US,1
KOKV,KGAI,US,US,1
KOKV,20VA,US,US,1
KOKV,KGRB,US,US,1
KOKV,KHPN,US,US,1
KOKV,KIAD,US,US,1
KOKV,KPDK,US,US,1
KOKV,KPHL,US,US,1
KOKV,KRDU,US,US,1
KOKV,KW32,US,US,1
KOKV,KW35,US,US,1
KOKV,KW40,US,US,1
KOKV,MD48,US,US,1
KOKV,NC48,US,US,1
KOKV,NY09,US,US,1
KOKV,22MD,US,US,1
KOKV,0PA6,US,US,1
KONT,KE25,US,US,1
KOKK,IN18,US,US,1
KOKH,KSFF,US,US,1
KOKH,KTIW,US,US,1
KOKH,WA69,US,US,1
KOKH,WN18,US,US,1
KOKH,WN61,US,US,1
KOKK,0II1,US,US,1
KOKK,1II8,US,US,1
KOKK,2IS9,US,US,1
KOKK,5IN3,US,US,1
KOKK,78II,US,US,1
KOKK,89LL,US,US,1
KOKK,II10,US,US,1
KOKK,IN51,US,US,1
KOKM,OK95,US,US,1
KOKK,KEYE,US,US,1
KOKK,KGYY,US,US,1
KOKK,KHNB,US,US,1
KOKK,KJXN,US,US,1
KOKK,KLAF,US,US,1
KOKK,MI56,US,US,1
KOKM,51OK,US,US,1
KOKM,5OK9,US,US,1
KOKM,KOWP,US,US,1
KOKM,KTUL,US,US,1
