name,source,genre,year_from,year_to,rating,score,rank,popularity,members
Cherry & Gal's↑↑,Manga,['Hentai'],2018,2018,Rx,6.45,nan,6129.0,3431.0
Hitori no Shita: The Outcast Recap,Web manga,"['Action', 'Super Power', 'Supernatural']",2018,,R,6.25,6849.0,7499.0,1898.0
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",Light novel,"['Drama', 'Fantasy', 'Slice of Life']",2018,,PG-13,8.35,208.0,1368.0,67597.0
Puzzle & Dragon,Game,"['Game', 'Kids']",2018,,PG,5.5,12729.0,9984.0,558.0
Xiong Chumo Zhi: Guonian,Original,"['Adventure', 'Comedy', 'Kids']",2013,,PG,3.41,13641.0,14790.0,62.0
Xiong Chumo Zhi: Nianhuo,Original,"['Adventure', 'Comedy', 'Kids']",2014,,PG,3.13,13643.0,14821.0,60.0
Xiong Chumo Zhi: Xiong Zin Guilai,Original,"['Adventure', 'Comedy', 'Kids']",2016,,PG,4.85,13648.0,14778.0,63.0
Xiong Chumo Zhi: Qihuan Kongjian,Original,"['Sci-Fi', 'Adventure', 'Kids']",2017,,G,4.35,13643.0,14621.0,72.0
Xiong Chumo Zhi: Xiongxiong Leyuan,Original,"['Adventure', 'Comedy', 'Kids']",2017,2017,G,3.75,13649.0,14641.0,71.0
Xiong Chumo Zhi: Tanxian Riji,Original,"['Adventure', 'Comedy', 'Kids']",2017,2017,PG,5.13,13646.0,14559.0,76.0
Danganronpa 3: Monokuma Gekijou,Game,"['Comedy', 'Parody']",2016,2016,PG-13,6.91,4053.0,5472.0,4591.0
Slow Start: Web Yokoku Movie,4-koma manga,['Slice of Life'],2018,2018,PG-13,6.07,7528.0,7528.0,1868.0
Grand Blue,Manga,"['Comedy', 'Seinen', 'Slice of Life']",2018,2018,PG-13,8.42,156.0,617.0,154190.0
Kitsune no Koe,Manga,['Music'],2018,2018,PG-13,6.64,5171.0,3922.0,10352.0
Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,Manga,"['Slice of Life', 'Fantasy', 'Seinen']",2018,,PG-13,7.51,1639.0,5464.0,4575.0
Doraemon Anniversary 25,Manga,"['Comedy', 'Kids', 'Sci-Fi', 'Shounen']",2004,,G,6.36,6372.0,12554.0,177.0
Taka no Tsume 7: Joou Heika no Jobuubu,Original,"['Comedy', 'Parody', 'Super Power']",2014,,G,6.39,13243.0,14048.0,102.0
Bakutsuri Bar Hunter,Manga,"['Adventure', 'Kids']",2018,,PG,5.68,10509.0,12653.0,170.0
THE iDOLM@STER Cinderella Girls: Starlight Stage - Shinshun! Happy New Year Campaign,Game,"['Game', 'Music']",2017,,G,5.83,8204.0,10464.0,443.0
Nobunaga no Shinobi: Anegawa Ishiyama-hen,4-koma manga,"['Comedy', 'Historical']",2018,2018,PG,7.01,3644.0,5238.0,5058.0
Saimin☆Gakuen,Light novel,['Hentai'],2018,,Rx,6.37,nan,7395.0,1976.0
Tenkousei wa Kounin Kaikeishi!,Original,"['Slice of Life', 'School']",2013,,PG-13,5.07,13310.0,14259.0,91.0
Islay,Music,['Music'],2016,,PG-13,,11434.0,15411.0,16.0
Shounen,Music,['Music'],2015,,PG-13,,13030.0,15443.0,15.0
Cute Kenkyuukai,Music,['Music'],2015,,PG-13,,10756.0,15376.0,18.0
Koyomi History,Light novel,['Comedy'],2016,,PG-13,6.64,5172.0,4309.0,8281.0
Gegege no Kitarou (2018),Manga,"['Comedy', 'Supernatural', 'Demons', 'Shounen']",2018,,G,6.77,4557.0,2520.0,25796.0
Hataraku Saibou,Manga,"['Comedy', 'Shounen']",2018,2018,PG-13,7.85,798.0,470.0,193846.0
Nishitesu CMs,Original,"['Cars', 'Slice of Life']",2016,2016,G,4.58,12372.0,14498.0,79.0
Alphard x Taka no Tsume,Original,"['Cars', 'Parody']",2018,,G,4.24,10390.0,12094.0,208.0
Nikuiyo! Galbi-kun: Kemuri ga Me ni Shimiru,Original,['Comedy'],2018,2018,G,5.21,12346.0,13862.0,110.0
Morimori Shima no Mogu to Perol,Original,['Kids'],2018,,G,5.76,12204.0,14353.0,87.0
Complex x Complex,Original,['School'],2015,,PG-13,6.22,10744.0,14316.0,88.0
Nou Nen feat. Utae,Music,"['Music', 'Dementia', 'Ecchi']",2017,,R+,3.74,12405.0,14715.0,67.0
"Dies Irae: Marie's Memory ""Michi ni Tsuuzu Kiseki""",Visual novel,"['Action', 'Super Power', 'Magic']",2017,,R,5.82,8212.0,6921.0,2440.0
Xing You Ji: Fengbao Famila,Original,"['Sci-Fi', 'Adventure', 'Fantasy']",2017,,PG-13,9.33,13633.0,12651.0,171.0
Douluo Dalu,Novel,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts', 'Romance']",2018,2018,PG-13,7.98,586.0,5351.0,4847.0
Marvel Future Avengers 2nd Season,Other,"['Action', 'Super Power', 'Kids']",2018,2018,PG,6.6,12048.0,11522.0,264.0
Shaonian Jinyiwei 2nd Season,Original,"['Adventure', 'Mystery', 'Historical', 'Romance', 'Martial Arts']",2017,2018,PG-13,6.21,12924.0,13710.0,118.0
Warai Kawasemi ni Hanasu na yo,Unknown,"['Music', 'Kids']",1962,,G,3.76,13568.0,14894.0,56.0
Yumi-chan no Hikkoshi: Sayonara Tsutomu-kun,Unknown,"['Music', 'Kids']",1976,,G,4.2,13754.0,14898.0,56.0
Yao Shen Ji 2nd Season,Novel,"['Action', 'Adventure', 'Demons', 'Romance', 'Martial Arts', 'Fantasy']",2018,2018,PG-13,7.49,1720.0,6861.0,2518.0
Kuro Kishi to Shiro no Maou VR Sennyuu! Maoujou-hen,Game,"['Action', 'Game', 'Fantasy']",2018,,PG-13,,11854.0,15419.0,6.0
Chokkan × Algorhythm♪,Original,"['Music', 'Comedy']",2017,2017,G,5.44,10697.0,13681.0,119.0
Chikasugi Idol Akae-chan Specials,Game,"['Comedy', 'Game', 'Parody']",2014,,PG-13,3.89,10674.0,15248.0,33.0
Asobi Asobase,Manga,"['Comedy', 'School']",2018,2018,PG-13,8.24,290.0,841.0,116405.0
Nanatsu no Bitoku Specials,Other,"['Ecchi', 'Fantasy']",2018,,R+,5.5,8945.0,5427.0,4644.0
Chichibu de Buchichi,Original,['Slice of Life'],2018,,PG-13,5.87,8077.0,10214.0,500.0
Mi Yu Xing Zhe,Web manga,"['Mystery', 'Psychological', 'Thriller']",2018,2018,R,7.57,1461.0,4846.0,6145.0
Doupo Cangqiong 2nd Season,Novel,"['Action', 'Adventure', 'Historical', 'Demons', 'Romance', 'Martial Arts', 'Fantasy']",2018,2018,PG-13,7.74,1010.0,7973.0,1509.0
Da Shi Jie,Original,"['Comedy', 'Psychological', 'Thriller']",2018,,R,5.9,7986.0,11437.0,273.0
Kiratto Pri☆chan,Game,"['Magic', 'Music', 'Shoujo', 'Slice of Life']",2018,2019,PG,6.6,5358.0,7370.0,2000.0
Mao Yu Tao Hua Yuan,Original,"['Adventure', 'Comedy', 'Fantasy']",2018,,G,7.09,12039.0,9932.0,573.0
A Tang Qi Yu,Original,"['Adventure', 'Comedy', 'Kids']",2017,,G,6.25,10350.0,14286.0,90.0
Guomin Laogong Dai Huijia 3rd Season,Novel,"['Drama', 'Romance']",2017,2018,PG-13,6.72,4808.0,8178.0,1384.0
Ze Tian Ji 2nd Season,Novel,"['Action', 'Adventure', 'Fantasy']",2016,2016,PG-13,7.01,3659.0,8952.0,945.0
Ze Tian Ji 3rd Season,Novel,"['Action', 'Adventure', 'Fantasy']",2017,2017,PG-13,6.61,5341.0,9727.0,635.0
Mang Huang Ji,Novel,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']",2015,2015,PG-13,5.83,12017.0,11012.0,340.0
Kuiba Yao Xia Zhuan,Web manga,"['Action', 'Adventure', 'Fantasy']",2014,,PG-13,6.3,11837.0,13509.0,128.0
Fumikiri Jikan,Manga,"['Comedy', 'Slice of Life']",2018,2018,PG-13,6.44,6024.0,2702.0,22817.0
Morinaga Nyuugyou x Mary to Majo no Hana,Other,"['Slice of Life', 'Magic']",2017,2017,G,5.67,8593.0,9125.0,864.0
Karasu to Kaki no Tane,Original,"['Music', 'Kids']",1966,,G,4.24,11618.0,15118.0,42.0
Yoninme no Ousama,Music,"['Music', 'Kids']",1967,,G,3.42,13707.0,14809.0,62.0
Kaze Gourmet,Original,"['Music', 'Kids']",1984,,G,3.76,11637.0,14770.0,63.0
Ni ga Mushi Ojisan,Original,"['Kids', 'Music']",1987,,G,4.0,12330.0,15050.0,48.0
Arigatou,Original,"['Music', 'Kids']",1995,,G,4.56,10449.0,14845.0,58.0
Arigatou (2010),Original,"['Music', 'Kids']",2010,,G,3.46,10450.0,14792.0,61.0
Hana (Music),Original,"['Music', 'Kids']",2008,,G,4.94,11133.0,14724.0,66.0
Shippo no Kimochi,Music,"['Music', 'Kids', 'Romance']",1986,,G,4.51,12999.0,14616.0,73.0
Senaka de Twist,Music,"['Music', 'Kids']",1989,,G,5.0,12897.0,15058.0,48.0
Radiant,Other,"['Action', 'Adventure', 'Magic', 'Fantasy']",2018,,PG-13,6.39,6267.0,1530.0,57236.0
Aikatsu Friends!,Game,"['Music', 'School', 'Shoujo', 'Slice of Life']",2018,,PG,7.17,2978.0,5390.0,4722.0
Anima Yell!,4-koma manga,"['Comedy', 'Sports', 'School']",2018,2018,PG-13,7.11,3227.0,2922.0,19691.0
Zuori Qing Kong,Manga,"['Drama', 'Romance', 'School', 'Slice of Life']",2018,,PG-13,7.57,13837.0,5467.0,4570.0
Mo Dao Zu Shi,Novel,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Historical', 'Supernatural']",2018,2018,R,8.66,54.0,2191.0,33499.0
Sheng Shi Zhuang Niang,Novel,"['Game', 'Historical', 'Drama', 'Romance', 'Shoujo']",2018,2018,PG-13,6.74,4736.0,8044.0,1461.0
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Light novel,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic']",2018,2018,PG-13,7.31,2428.0,465.0,195209.0
Mirai no Hito e,Music,['Music'],2018,,G,3.62,12157.0,15285.0,30.0
The iDOLM@STER Cinderella Girls: 5th Live Tour Serendipity Parade!!! Manner Movie,4-koma manga,['Comedy'],2017,,G,5.68,13334.0,10810.0,374.0
Heat Meat Up: Kokusan Sengen,Original,['Music'],2015,,G,3.18,11189.0,15250.0,34.0
Xiongmao He Xiao Yan Shu,Other,"['Comedy', 'Kids']",2016,,PG,5.29,13650.0,15178.0,38.0
Release the Spyce,Original,"['Action', 'School']",2018,2018,PG-13,7.08,3375.0,2130.0,34497.0
Tsun M! Gyutto Shibatte Shidoushite The Animation,Visual novel,['Hentai'],2018,,Rx,6.68,nan,8018.0,1479.0
Ore ga Kanojo wo *su Wake,Original,['Hentai'],2018,,Rx,6.65,nan,7244.0,2115.0
JK to Inkou Kyoushi 4 feat. Ero Giin-sensei,Visual novel,"['Hentai', 'School']",2018,,Rx,6.62,nan,7611.0,1798.0
Tian Shu Qi Tan,Original,['Adventure'],1983,,G,5.33,13351.0,15354.0,15.0
Tales of the Rays: Mirrage Prison,Game,"['Fantasy', 'Game']",2018,,G,5.79,8296.0,8633.0,1118.0
Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,Game,"['Action', 'Adventure', 'Magic', 'Fantasy']",2018,2018,PG-13,6.64,5175.0,3208.0,16337.0
Muttsuri Dosukebe Tsuyu Gibo Shimai no Honshitsu Minuite Sex Sanmai,Manga,['Hentai'],2018,2018,Rx,7.17,nan,6159.0,3398.0
Aware! Meisaku-kun: Human Academy Robot Kyoushitsu,Original,"['Comedy', 'Kids', 'Parody']",2018,,G,3.75,10481.0,14314.0,88.0
Hoshi to Tsubasa no Paradox,Game,"['Action', 'Sci-Fi', 'Mecha']",2018,2018,PG-13,5.0,11333.0,12887.0,158.0
Kataribe Jinkou Chinou ga Tsubuyaku Noroi no Yogen,Manga,"['Horror', 'Seinen', 'Thriller']",2018,,PG-13,4.87,9893.0,11602.0,254.0
Gan Gan Ganko-chan 2nd Season,Original,"['Sci-Fi', 'Comedy', 'Kids']",2018,2018,G,5.15,10983.0,14229.0,92.0
Gundam Build Divers,Original,"['Action', 'Mecha', 'Sci-Fi']",2018,2018,G,6.44,6027.0,3628.0,12453.0
"Moshimoshi, Terumi Desu.",Manga,"['Slice of Life', 'Seinen']",2018,2018,G,3.5,12206.0,11227.0,304.0
Gundam Build Divers Prologue,Original,"['Action', 'Sci-Fi', 'Mecha']",2018,,G,6.59,5397.0,5923.0,3764.0
DC Super Heroes vs Taka no Tsume Dan Promotion Eizou,Original,"['Comedy', 'Parody', 'Super Power']",2018,,G,5.01,9759.0,11171.0,314.0
Last Period: Owarinaki Rasen no Monogatari,Game,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic']",2018,2018,PG-13,6.56,5543.0,2784.0,21614.0
Genki Genki Non-tan: Obake Mura Meiro,Original,"['Music', 'Kids']",2015,,G,4.67,11024.0,14954.0,52.0
Chainsaw Bunny: Deleted Scene,Original,"['Horror', 'Supernatural', 'Thriller']",2018,,R,4.97,9799.0,13526.0,127.0
Omae wa Mada Gunma wo Shiranai,Web manga,"['Comedy', 'School']",2018,2018,PG-13,5.25,9432.0,3998.0,9866.0
Hanebado!,Manga,"['Seinen', 'Sports']",2018,2018,PG-13,7.12,3194.0,1079.0,87645.0
Overlord 6: Drama CD-tsuki Tokusou-ban - Yokoku-hen,Light novel,['Comedy'],2014,,PG-13,6.24,6894.0,5251.0,5035.0
God Eater Reso Nantoka Gekijou,Game,"['Fantasy', 'Military', 'Parody', 'Sci-Fi']",2018,2018,G,5.76,8363.0,6623.0,2804.0
Ano Ko Secret,Original,"['Music', 'Romance']",2017,,G,5.58,10419.0,15268.0,33.0
Go-chan.: Moko to Koori no Ue no Yakusoku,Original,"['Adventure', 'Kids']",2018,,G,5.63,11058.0,15078.0,46.0
Z/X: Code Reunion,Card game,"['Fantasy', 'School', 'Sci-Fi', 'Shounen']",2019,,PG-13,,nan,7566.0,1835.0
Kujira no Kora wa Sajou ni Manabu!,Manga,"['Mystery', 'Comedy', 'Drama', 'Fantasy', 'School', 'Shoujo']",2018,2018,PG-13,6.81,4389.0,4961.0,5831.0
Qiezi Mabo Forever,Original,['Music'],2017,,PG-13,3.96,12736.0,15014.0,50.0
Beatless Intermission,Novel,"['Action', 'Romance', 'Sci-Fi', 'Drama']",2018,2018,PG-13,5.21,9481.0,4733.0,6553.0
Sword Art Online Fatal Bullet: The Third Episode - Pilot-ban,Game,['Game'],2018,,PG-13,5.67,8598.0,5539.0,4407.0
Eyedrops Special Episode,Original,['Space'],2018,2018,G,4.52,10894.0,13295.0,138.0
Tenka Touitsu Koi no Ran: Shutsujin! Saika 4-nin Shuu,Game,"['Historical', 'Drama', 'Romance', 'Samurai']",2018,2018,PG-13,6.22,13307.0,13408.0,133.0
Joshiochi!: 2-kai kara Onnanoko ga... Futtekita!?,Manga,['Ecchi'],2018,2018,R+,6.31,6598.0,2572.0,24908.0
Beyblade Burst Chouzetsu,Original,"['Action', 'Sci-Fi', 'Adventure', 'Sports', 'Shounen']",2018,,PG,6.53,5664.0,7883.0,1575.0
Tanuki to Kitsune Specials,Web manga,['Comedy'],2018,,G,6.5,13280.0,12420.0,186.0
"Ippun de Wakaru Eiga ""Donten ni Warau"" Kaisetsu Yokoku",Other,"['Historical', 'Parody']",2018,,G,4.91,9856.0,10062.0,536.0
It's My Life,Manga,"['Comedy', 'Fantasy']",2019,,PG-13,,nan,6109.0,3451.0
Tsuma Netori: Ryoujoku Rinne,Visual novel,['Hentai'],2018,,Rx,6.41,nan,8154.0,1398.0
Ani x Para,Original,['Sports'],2017,,G,5.82,10401.0,14161.0,95.0
Mo Ri Shu Guang,Novel,"['Action', 'Horror', 'Psychological', 'Supernatural', 'Thriller', 'Shounen Ai']",2018,2018,R,6.68,12165.0,7730.0,1698.0
Fei Ren Zai,Manga,"['Slice of Life', 'Comedy', 'Supernatural']",2018,,PG-13,6.75,4663.0,9821.0,601.0
Wo Jia Da Shixiong Naozi You Keng,Manga,"['Action', 'Adventure', 'Comedy', 'Historical', 'Martial Arts']",2018,2018,PG-13,6.62,5293.0,7936.0,1535.0
Wangu Xian Qiong 2nd Season,Novel,"['Adventure', 'Comedy', 'Fantasy', 'Shounen']",2018,2018,PG-13,7.01,3657.0,8613.0,1131.0
Xiao Li Yu Li Xian Ji,Other,"['Adventure', 'Kids', 'Magic', 'Fantasy']",2007,,PG,5.82,13627.0,14756.0,65.0
K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,Manga,"['Action', 'Super Power', 'Supernatural']",2018,,PG-13,7.26,2623.0,3879.0,10567.0
K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai,Manga,"['Action', 'Super Power', 'Supernatural']",2018,,PG-13,7.09,3326.0,4425.0,7744.0
K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,Manga,"['Action', 'Super Power', 'Supernatural']",2018,,PG-13,7.4,2062.0,4587.0,7058.0
K: Seven Stories Movie 5 - Memory of Red - Burn,Manga,"['Action', 'Super Power', 'Supernatural']",2018,,PG-13,7.55,1517.0,4560.0,7174.0
K: Seven Stories Movie 6 - Circle Vision - Nameless Song,Original,"['Action', 'Super Power', 'Supernatural']",2018,,PG-13,7.14,3121.0,4601.0,7008.0
K: Seven Stories - The Idol K,Original,"['Comedy', 'Music', 'Parody']",2018,,PG-13,5.85,8138.0,7121.0,2243.0
Kemurikusa,Original,"['Action', 'Adventure', 'Sci-Fi']",2012,,G,5.54,8869.0,10313.0,475.0
Cocktail Prince: Shaking Night!!,Game,"['Harem', 'Music']",2018,,PG-13,,0.0,0.0,0.0
Toji no Tomo: Short Animation,Game,"['Action', 'Comedy']",2018,,PG-13,6.58,13379.0,8300.0,1307.0
Amai Choubatsu: Watashi wa Kanshu Senyou Pet,Web manga,['Ecchi'],2018,2018,R+,5.33,9278.0,3649.0,12265.0
Youkai Watch: Shadow Side,Game,"['Comedy', 'Demons', 'Kids', 'Supernatural']",2018,,G,6.64,5193.0,9689.0,645.0
Kuroneko Monroe,Manga,['Comedy'],2018,2018,G,7.33,11856.0,11078.0,329.0
Japan World Cup,Original,"['Comedy', 'Parody']",2012,2013,PG-13,,11456.0,15412.0,15.0
Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,Original,"['Slice of Life', 'Magic', 'Fantasy']",2018,2019,G,5.7,12530.0,10137.0,519.0
Star Wars/Force no Kakusei,Other,['Sci-Fi'],2017,,G,5.6,8759.0,12981.0,154.0
Nara-shi x Inoue Ryou,Original,"['Music', 'Comedy']",2015,2017,G,4.5,12286.0,14712.0,67.0
Hakodate Musical,Original,['Music'],2016,,G,3.67,11124.0,14690.0,68.0
Sara Ke Puccho,Original,['Parody'],2015,,G,4.61,12857.0,14945.0,53.0
Chuukan Kanriroku Tonegawa,Manga,"['Comedy', 'Parody', 'Psychological', 'Drama', 'Seinen']",2018,2018,PG-13,7.17,2988.0,2827.0,21015.0
Venus Blood: Brave,Visual novel,['Hentai'],2018,,Rx,6.12,nan,9583.0,684.0
Yuru Camp△ Specials,Manga,"['Slice of Life', 'Comedy']",2018,2018,PG-13,7.62,1329.0,2861.0,20590.0
Fate/Zero: Onegai! Einzbern Soudanshitsu - 4 Prologue,Unknown,['Comedy'],2009,,PG-13,,0.0,0.0,0.0
Working Boys,Original,['Kids'],2018,,G,7.0,13612.0,14520.0,78.0
Hello Kagerou,Original,['Music'],2018,,G,5.64,8658.0,13924.0,107.0
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,Light novel,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",2019,,PG-13,,nan,1967.0,39343.0
Goblin Slayer,Light novel,"['Action', 'Adventure', 'Fantasy']",2018,2018,R,7.7,1106.0,259.0,306698.0
Obake de Ii kara Hayaku Kite,Original,"['Kids', 'Music']",2018,,G,4.38,12424.0,14802.0,61.0
Ten made Tobaso,Original,"['Music', 'Space']",2018,,G,5.0,13301.0,14968.0,52.0
Quote,Original,['Music'],2017,2018,G,6.12,7356.0,11290.0,296.0
Irotoridori no Melody,Original,['Music'],2017,,G,5.43,9104.0,11212.0,307.0
Outsider:Requiem,Original,['Music'],2018,,G,5.47,9015.0,11170.0,315.0
Prism,Original,['Music'],2018,,G,5.41,9156.0,11320.0,291.0
Boat Race Marugame Image Talent Mimika,Original,['Sports'],2018,,G,4.11,10543.0,13957.0,105.0
Imouto Paradise! 3 The Animation,Visual novel,['Hentai'],2018,2018,Rx,6.64,nan,6974.0,2385.0
Sword Art Online Fatal Bullet: The Third Episode,Game,"['Action', 'Game', 'Military', 'Sci-Fi', 'Psychological', 'Fantasy']",2018,,PG-13,6.11,7388.0,5505.0,4500.0
Kekkai Sensen & Beyond OVA,Manga,"['Action', 'Comedy', 'Super Power', 'Supernatural', 'Vampire', 'Fantasy', 'Shounen']",2018,,R,7.27,2579.0,3558.0,13127.0
Shounen Ashibe: Go! Go! Goma-chan 3,4-koma manga,"['Comedy', 'Seinen', 'Slice of Life']",2018,,G,5.72,8468.0,10767.0,380.0
Neko Neko Nihonshi 3rd Season,Web manga,"['Historical', 'Kids', 'Parody']",2018,,G,7.8,12304.0,13283.0,139.0
The Perfect World,Original,['Music'],2018,,G,7.8,902.0,5544.0,4394.0
Pastel Memories,Game,"['Action', 'Sci-Fi', 'Adventure']",2019,,PG-13,4.95,9818.0,4022.0,9792.0
Masamune-kun no Revenge OVA,Manga,"['Harem', 'Comedy', 'Romance', 'School', 'Shounen']",2018,,PG-13,6.63,5223.0,2246.0,31565.0
Chihayafuru 3,Manga,"['Game', 'Slice of Life', 'Sports', 'Drama', 'School', 'Josei']",2019,,PG-13,,nan,3331.0,15173.0
Fire Bird,Other,['Music'],2016,,G,5.72,8452.0,13919.0,108.0
Tough Boy,Music,"['Action', 'Music', 'Parody']",2012,,G,3.58,13422.0,14484.0,80.0
Calicula Machine,Original,['Dementia'],1974,,G,,10604.0,15372.0,16.0
Wata no Kuni Hoshi Pilot,Manga,"['Fantasy', 'Shoujo']",2007,,G,5.45,13584.0,12701.0,168.0
Souten no Ken: Regenesis 2nd Season,Manga,"['Action', 'Historical', 'Martial Arts']",2018,2018,R,6.2,7059.0,6894.0,2473.0
Xi Yang Yang Yu Hui Tai Lang: Zhi Xi Qi Yang Yang Guo She Nian,Unknown,"['Adventure', 'Comedy', 'Kids']",2013,,G,4.54,13623.0,14896.0,56.0
Xi Yang Yang Yu Hui Tai Lang: Zhi Fei Ma Qi Yu Ji,Unknown,"['Adventure', 'Comedy', 'Kids']",2014,,G,5.14,13620.0,14895.0,56.0
Xi Yang Yang Yu Hui Tai Lang: Zhi Yang Nian Xi Yang Yang,Unknown,"['Adventure', 'Comedy', 'Kids']",2015,,G,4.85,13624.0,14897.0,56.0
Zoids Wild,Other,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",2018,,PG,5.64,8673.0,6268.0,3230.0
Shikioriori,Original,"['Drama', 'Romance', 'Slice of Life']",2018,,PG-13,7.3,2492.0,2041.0,37325.0
PriPara & Kiratto Pri☆chan Movie: Kirakira Memorial Live,Game,"['Magic', 'Shoujo', 'Slice of Life']",2018,,PG,6.72,12705.0,10173.0,510.0
Irotoridori,Original,"['Kids', 'Music']",2013,,G,4.03,11425.0,14665.0,69.0
No Game No Life: Zero - Manner Movie,Unknown,['Comedy'],2017,,G,7.09,3334.0,3835.0,10888.0
Circus,Original,"['Game', 'Music']",2018,,G,5.4,9167.0,13939.0,106.0
Dokidoki Little Ooyasan,Other,['Hentai'],2018,,Rx,7.41,nan,5647.0,4211.0
Shampoo no Nioi ga Shita,Music,['Music'],2018,,G,6.08,7503.0,11031.0,339.0
Penguin Highway,Novel,"['Fantasy', 'Sci-Fi']",2018,,PG,7.73,1048.0,3821.0,10970.0
Taishou Mebiusline: Chicchai-san - You and I,Visual novel,"['Historical', 'Shounen Ai']",2018,,PG-13,4.92,9850.0,8272.0,1321.0
Tabechatta tte Ii no ni na!,Original,"['Slice of Life', 'Comedy']",2018,2018,G,5.0,13227.0,14764.0,64.0
Polka Dot,Original,['Music'],2018,,G,5.31,9331.0,11312.0,292.0
Stereo,Original,['Music'],2018,,G,4.3,13173.0,14627.0,73.0
Ookami Kodomo no Ame to Yuki x House Shokuhin Stew CM,Original,['Slice of Life'],2012,,G,5.46,9039.0,6513.0,2935.0
Kyushu Love Milk Club,Original,['Slice of Life'],2006,,G,4.8,11888.0,15006.0,50.0
Mori no Kokoro-Koro,Original,['Fantasy'],2005,,G,4.52,12198.0,14919.0,54.0
MaxValu Kyushu,Original,['Slice of Life'],2008,,G,4.76,12060.0,14652.0,70.0
Cinderella Girls Gekijou 3rd Season,4-koma manga,"['Comedy', 'Slice of Life']",2018,2018,PG-13,6.55,5570.0,6165.0,3368.0
Shiawase Pasta Story,Novel,"['Magic', 'Slice of Life']",2010,2011,G,5.59,12939.0,10871.0,364.0
Cinderella Girls Gekijou: Kayou Cinderella Theater 3rd Season,4-koma manga,"['Comedy', 'Slice of Life']",2018,2018,PG-13,6.39,6236.0,7517.0,1874.0
Chara to Otamajakushi Shima,Original,"['Adventure', 'Fantasy', 'Kids']",2018,,G,8.19,10631.0,14488.0,79.0
Tensei shitara Slime Datta Ken,Manga,"['Fantasy', 'Shounen']",2018,,PG-13,8.44,145.0,327.0,251078.0
Donten ni Warau x Mameshiba,Original,['Comedy'],2018,,G,4.72,10826.0,14195.0,94.0
Wakaokami wa Shougakusei!,Novel,"['Comedy', 'Slice of Life', 'Supernatural']",2018,2018,G,6.48,5895.0,6124.0,3436.0
Psycho-Pass SS Case 1: Tsumi to Batsu,Original,"['Action', 'Police', 'Psychological', 'Sci-Fi']",2019,,R,7.86,12717.0,2476.0,26771.0
Karakuri Circus,Manga,"['Adventure', 'Mystery', 'Shounen']",2018,,PG-13,7.3,2471.0,1997.0,38441.0
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Light novel,"['Comedy', 'Supernatural', 'Romance', 'School']",2018,2018,PG-13,8.53,91.0,264.0,301245.0
Boogiepop wa Warawanai (2019),Light novel,"['Psychological', 'Mystery', 'Horror']",2019,2019,R,7.1,3276.0,1106.0,84529.0
A Woman in a Fashion Building,Original,['Dementia'],2015,,G,3.67,10351.0,15315.0,23.0
Time on the Planet,Original,['Dementia'],2016,,G,3.67,13360.0,15335.0,19.0
Mizu no Yume,Original,['Historical'],2017,,G,,12163.0,15368.0,8.0
Amefuri Kuma no Ko,Music,"['Music', 'Kids']",2010,,PG,3.5,10393.0,15314.0,23.0
Kyoto Teramachi Sanjou no Holmes,Novel,['Mystery'],2018,2018,PG-13,6.78,4522.0,2353.0,29205.0
Miki no Mikoto,Other,"['Slice of Life', 'Supernatural', 'Fantasy']",2018,,PG-13,3.63,12115.0,15353.0,15.0
Kerakera,Original,"['Kids', 'Music']",2011,,G,3.45,11664.0,15088.0,45.0
Umeboshi Jinsei,Other,"['Kids', 'Music']",2011,,G,4.13,13509.0,15139.0,41.0
Rifujin-jin,Original,"['Kids', 'Music']",2016,,G,5.07,12765.0,15137.0,41.0
Wasurenai yo,Music,"['Music', 'Kids']",2018,,G,5.67,13582.0,14928.0,54.0
Echo: Kodama Suru Uta,Original,"['Kids', 'Music']",2018,,G,4.67,10862.0,14902.0,55.0
Hina no Uta,Original,"['Kids', 'Music']",2003,,G,4.68,11273.0,14915.0,54.0
Usagi no Matthew,Manga,['Slice of Life'],2018,,G,5.15,13524.0,10589.0,417.0
Oi Pii-tan!!,Manga,['Josei'],2018,,G,4.76,9998.0,13230.0,142.0
