name,source,genre,year_from,year_to,rating,score,rank,popularity,members
Shimajirou Movie: Mahou no Shima no Daibouken,Original,['Kids'],2018,,G,5.71,12955.0,14046.0,102.0
Mameneko,Manga,['Slice of Life'],2018,2018,PG,6.0,7738.0,9013.0,918.0
Fate/Apocrypha: Seihai Taisen Douran-hen,Light novel,"['Action', 'Drama', 'Fantasy', 'Historical', 'Magic', 'Supernatural']",2017,,R,6.48,5864.0,4712.0,6599.0
Doraemon: Benkyou Heya no Tsuribori,Manga,"['Comedy', 'Kids', 'Sci-Fi', 'Shounen']",1979,,PG,6.34,6472.0,11360.0,286.0
Drive Agent Personal: Shiawase wo Mamoru Mono,Original,['Drama'],2017,,G,5.75,8379.0,12767.0,164.0
Qin Shi Ming Yue: Tian Xing Jiu Ge,Original,"['Action', 'Fantasy', 'Historical', 'Martial Arts']",2016,2018,PG-13,7.74,12739.0,10530.0,429.0
(a long day of) Mr. Calpaccio,Original,['Dementia'],2005,,G,3.89,10336.0,14683.0,68.0
Capsule Samurai,Original,"['Comedy', 'Music', 'Samurai']",2004,2005,G,4.47,10609.0,14645.0,70.0
Shikato,Original,"['Comedy', 'Kids']",1992,1993,G,6.86,12947.0,14840.0,59.0
Real Eroge Situation! The Animation,Visual novel,['Hentai'],2018,,Rx,7.58,nan,6006.0,3609.0
Dragon Egg,Original,"['Action', 'Kids', 'Sci-Fi']",2017,,G,4.56,10850.0,13211.0,142.0
Koisuru Shirokuma Tokubetsu-ban,Manga,"['Comedy', 'Josei']",2017,,G,6.78,4520.0,9913.0,577.0
Genki-kun no Christmas @ Tokyo-eki,Original,['Slice of Life'],2012,,G,5.06,9707.0,13418.0,132.0
Genki-kun no Oshougatsu @ Tokyo-eki,Original,['Slice of Life'],2012,,G,5.12,9622.0,13715.0,117.0
1/100 Rice Planting,Original,['Slice of Life'],2016,,G,4.86,9903.0,11411.0,276.0
1/100 Shibuya Crossing,Original,['Slice of Life'],2015,,G,5.12,9616.0,11470.0,270.0
1/100 Train Station,Original,['Slice of Life'],2017,,G,5.18,9525.0,11282.0,296.0
Aurora wo Mita Kyouryuu-tachi,Original,['Adventure'],2011,,G,5.1,10477.0,14780.0,62.0
MTV Ident: Horny,Original,"['Dementia', 'Ecchi']",2017,,R+,4.57,10117.0,12271.0,194.0
Robotic Girl,Music,['Music'],2017,,G,5.91,7970.0,12776.0,165.0
Kakushin,Original,"['Music', 'Shounen Ai']",2016,,PG,5.47,9009.0,10715.0,391.0
Kakuriyo no Yadomeshi,Novel,"['Demons', 'Supernatural']",2018,2018,PG-13,7.58,1431.0,1554.0,55607.0
Juvenile Pornography The Animation,Manga,['Hentai'],2017,,Rx,6.48,nan,6548.0,2902.0
91 Daze,Original,"['Comedy', 'Historical']",2016,2017,PG-13,5.71,8473.0,8195.0,1371.0
Happy☆Twinkle,Original,"['Fantasy', 'Magic', 'Music']",2012,,G,6.0,11161.0,12237.0,197.0
Shimajirou to Tanjoubi no Ohoshi-sama,Original,"['Adventure', 'Kids', 'Space']",2013,,G,5.88,12962.0,14763.0,64.0
Detective Conan: The Magician of Starlight,Manga,['Space'],2012,,G,7.02,3591.0,8233.0,1347.0
Osomatsu-san Short Film Series 2nd Season,Manga,"['Comedy', 'Parody']",2018,2018,PG-13,6.05,7594.0,7909.0,1554.0
Xue Se Cang Qiong,Web manga,"['Action', 'Adventure', 'Mystery', 'Horror', 'Thriller', 'Fantasy']",2017,2018,R,6.66,5091.0,8571.0,1152.0
Himawari,Music,['Music'],2017,,G,5.75,8383.0,13878.0,109.0
Tripod Baby,Music,"['Music', 'Space']",2005,,G,4.9,9867.0,14137.0,97.0
Scary,Music,"['Music', 'Sci-Fi']",2004,,G,4.32,12878.0,14399.0,85.0
Nothing's Gonna Change,Music,"['Music', 'Sci-Fi']",1999,,G,5.13,9612.0,14154.0,96.0
Joutoku,Music,['Music'],2012,,G,3.89,11486.0,14428.0,83.0
Purina Felix,Original,['Slice of Life'],2015,,G,6.16,12723.0,12996.0,153.0
"Baito-saki wa ""Aku no Soshiki""!?",Novel,"['Action', 'Comedy', 'Romance']",2017,2018,G,5.5,10503.0,11668.0,245.0
Star Wars/Saigo no Jedai: Tokubetsu Eizou,Other,"['Sci-Fi', 'Parody']",2017,,G,5.32,9306.0,11881.0,226.0
Wo Shi Jiang Xiaobai,Original,"['Slice of Life', 'Drama', 'Romance']",2017,2018,PG-13,7.34,2336.0,5710.0,4097.0
Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,Visual novel,"['Comedy', 'Fantasy']",2018,,PG-13,6.77,4594.0,5177.0,5219.0
Kando≠Reduction,Music,['Music'],2012,,PG-13,6.01,7703.0,13356.0,136.0
Hanabira,Music,['Music'],2011,,G,5.44,9076.0,13890.0,108.0
Original,Music,['Music'],2014,,G,4.92,12523.0,13880.0,109.0
Kakuchou Shoujo-kei Trinary: Ex.MV,Original,"['Sci-Fi', 'Music']",2017,2017,PG-13,6.49,5840.0,9074.0,893.0
Girls & Panzer: Dai 63-kai Senshadou Zenkoku Koukousei Taikai Soushuuhen,Original,"['Action', 'Military', 'School']",2017,,PG-13,7.13,3154.0,6562.0,2884.0
Hataraku Onii-san!,Original,"['Slice of Life', 'Comedy']",2018,2018,G,6.34,6483.0,5341.0,4847.0
Golden Time (Movie),Original,"['Comedy', 'Fantasy']",2013,,G,7.01,3634.0,8011.0,1484.0
Ling Yu 2nd Season,Novel,['Fantasy'],2016,2016,PG-13,6.98,3748.0,8999.0,923.0
Ling Yu: Di San Ji,Novel,['Fantasy'],2016,2016,PG-13,6.93,3926.0,9426.0,746.0
Eromanga-sensei OVA,Light novel,"['Comedy', 'Drama', 'Romance', 'Ecchi']",2019,,PG-13,7.2,2899.0,2053.0,37481.0
3D Kanojo: Real Girl,Manga,"['Romance', 'School', 'Shoujo']",2018,2018,PG-13,6.75,4653.0,946.0,103457.0
Owarimonogatari 2nd Season Recaps,Light novel,"['Mystery', 'Comedy', 'Supernatural', 'Vampire']",2017,2017,R,7.82,867.0,4565.0,7192.0
gdMen,Original,"['Comedy', 'Fantasy']",2018,2018,PG,5.96,7834.0,7363.0,2006.0
Yuuki Yuuna wa Yuusha de Aru: Hidamari,Original,"['Drama', 'Fantasy', 'Magic', 'Slice of Life']",2017,,PG-13,7.05,3497.0,5118.0,5392.0
Kyoto Animation Koushiki Twitter: Itsumo Arigatou,Original,['Slice of Life'],2016,,G,5.57,8812.0,11712.0,241.0
Amanchu! Advance,Manga,"['Comedy', 'School', 'Shounen', 'Slice of Life']",2018,2018,PG-13,7.21,2806.0,2778.0,21797.0
Lala-chan Santa no Fantasy Christmas,Original,"['Fantasy', 'Kids', 'Music']",2017,,G,3.94,11891.0,14459.0,81.0
Kirara Fantasia,Other,"['Fantasy', 'Magic']",2017,,G,6.92,3959.0,6689.0,2716.0
Sentaku Jab Jab,Original,"['Kids', 'Music']",1974,,G,3.82,12909.0,14817.0,60.0
Muteki no Jiichan,Original,"['Kids', 'Music']",2009,,G,3.86,12233.0,14985.0,51.0
Wakamono to Koinu to Croissant,Original,"['Kids', 'Music']",1976,,G,4.17,13555.0,14927.0,54.0
Tanjoubi no Chachacha,Original,"['Kids', 'Music']",1972,,G,3.71,13271.0,14947.0,53.0
Shijin to Tsubame,Original,"['Kids', 'Music']",1985,,G,5.2,12945.0,14967.0,52.0
Kusakeiba,Music,"['Kids', 'Music', 'Sports']",1971,,G,3.45,11860.0,14869.0,57.0
Kyou mo Chappy End,Original,"['Kids', 'Music']",2002,,G,4.0,11878.0,15005.0,50.0
Sakura no Chikai: Marronni☆Yell - Higashi no Hichou Shimotsuke-shi wo Yell!,Other,"['Music', 'Supernatural']",2018,,G,4.9,12832.0,10268.0,484.0
Godzilla 2: Kessen Kidou Zoushoku Toshi,Original,"['Action', 'Adventure', 'Sci-Fi']",2018,,R,6.96,3805.0,3079.0,17718.0
Sunohara-sou no Kanrinin-san,4-koma manga,"['Comedy', 'Slice of Life']",2018,2018,PG-13,7.07,3419.0,1713.0,48618.0
Chikyuu wa Guruguru Merry-Go-Round,Original,"['Kids', 'Space']",2017,,G,7.08,10683.0,14741.0,65.0
Kaitou Yumenosuke,Original,"['Kids', 'Magic', 'Music']",1991,,G,3.81,11560.0,14769.0,63.0
Kaijuu ga Yattekuru,Original,"['Kids', 'Music']",1967,,G,3.91,11544.0,14918.0,54.0
Machibouke,Original,"['Music', 'Kids']",1973,,G,3.71,11962.0,14959.0,52.0
Kirakira,Original,['Music'],2011,,G,4.82,11728.0,14456.0,81.0
Huyao Xiao Hongniang: Beishan Yaodi,Manga,"['Comedy', 'Historical', 'Supernatural', 'Romance']",2016,2017,PG-13,7.66,1207.0,5773.0,3986.0
Huyao Xiao Hongniang: Nan Guo,Manga,"['Comedy', 'Historical', 'Supernatural', 'Romance']",2017,2018,PG-13,7.58,1429.0,6144.0,3397.0
Pokemon Diamond & Pearl: Clip Show,Game,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",2006,,PG,6.36,6395.0,7984.0,1499.0
Tantei Opera Milky Holmes: Arsene Karei naru Yokubou,Card game,"['Mystery', 'Comedy', 'Super Power']",2017,,PG-13,6.84,4271.0,8907.0,973.0
Caligula,Game,"['Action', 'Sci-Fi']",2018,2018,PG-13,6.2,7035.0,1638.0,51435.0
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,Manga,"['Slice of Life', 'Parody']",2018,,PG-13,7.03,3554.0,3910.0,10419.0
Sengoku Night Blood: Ongaku Dai Tokushuu,Game,"['Fantasy', 'Historical', 'Music', 'Romance']",2017,,PG-13,6.23,6945.0,8788.0,1031.0
Rudolf to Ippaiattena x Godzilla x Toho Cinemas Moving Logo Eizou,Novel,['Comedy'],2016,,G,5.01,9766.0,11813.0,233.0
Toho Cinemas x Pokemon Go,Game,['Comedy'],2017,2017,G,5.58,8797.0,8594.0,1137.0
Gintama.: Shirogane no Tamashii-hen,Manga,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen']",2018,2018,PG-13,8.82,25.0,1471.0,60790.0
25-sai no Joshikousei,Web manga,"['Romance', 'Ecchi', 'School']",2018,2018,R+,5.58,8778.0,2944.0,19313.0
Sousha wa Tada Senaka to Teikin de Kataru Nomi,Original,['Music'],2017,,G,5.56,8836.0,10997.0,343.0
Youtai Nuhai Zai Shanghai 2: Xianglian Mima,Manga,"['Military', 'Historical', 'Drama']",2015,,G,7.0,13724.0,14578.0,76.0
Fruits 5 Shimai,Original,"['Music', 'Kids']",2016,,G,4.32,10923.0,14759.0,64.0
Nanatsu no Bitoku,Other,"['Ecchi', 'Fantasy']",2018,2018,R+,5.25,9431.0,2423.0,27537.0
Aishen Qiaokeli-ing... 2nd Season,Web manga,"['Harem', 'Comedy', 'Romance', 'School']",2017,2018,PG-13,7.47,1760.0,3773.0,11245.0
Nariyuki→Papakatsu Girls!! The Animation,Visual novel,['Hentai'],2018,,Rx,7.0,nan,6690.0,2716.0
Bousai Keihatsu Douga,Original,['Slice of Life'],2014,,G,3.84,10576.0,14702.0,67.0
Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,Unknown,['Comedy'],2017,2018,G,6.8,4417.0,4958.0,5863.0
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (ONA),Other,"['Sci-Fi', 'Adventure', 'Police', 'Mecha']",2018,2018,PG,5.31,13395.0,13205.0,143.0
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu Movie,Other,"['Sci-Fi', 'Adventure', 'Police', 'Mecha']",2018,,PG,7.27,13397.0,11241.0,302.0
Usuzumizakura: Garo,Original,"['Action', 'Demons', 'Fantasy', 'Magic', 'Supernatural']",2018,,PG-13,5.92,13532.0,6377.0,3114.0
Itazura Majo to Nemuranai Machi,Original,"['Action', 'Police', 'Magic', 'Fantasy']",2017,,G,6.09,7451.0,6858.0,2523.0
Akkun to Kanojo,Manga,"['Comedy', 'Josei', 'Romance', 'School']",2018,2018,PG-13,6.89,4047.0,1738.0,47387.0
Tokyo Girls Collection 2016 A/W x Osomatsu-san Special Movie,Manga,['Comedy'],2016,,PG-13,5.58,8798.0,10465.0,443.0
LayereD Stories Zero,Game,"['Game', 'Sci-Fi']",2017,2018,PG,5.78,11903.0,11405.0,278.0
Toho Cinemas & I Love Snoopy: The Peanuts Movie Collab Logo Eizou,Other,['Comedy'],2014,,G,5.66,8621.0,13471.0,130.0
Ultraman,Manga,"['Action', 'Super Power']",2019,,PG-13,,nan,6190.0,3323.0
Back Street Girls: Gokudolls,Manga,"['Comedy', 'Ecchi', 'Seinen']",2018,2018,R,6.88,4077.0,1787.0,46050.0
Aware! Meisaku-kun: Oronamin C,Original,"['Comedy', 'Parody']",2017,,G,2.62,10484.0,13775.0,114.0
Akuma no Memumemu-chan,Manga,"['Comedy', 'Demons', 'Ecchi', 'Shounen']",2018,,PG-13,5.73,8426.0,7590.0,1820.0
Furifure 2,Visual novel,['Hentai'],2018,,Rx,6.53,nan,7424.0,1951.0
Dennou Senshi Dokan-kun,Unknown,['Comedy'],2007,2007,PG-13,7.0,10795.0,14782.0,62.0
Arifureta Shokugyou de Sekai Saikyou,Light novel,"['Action', 'Adventure', 'Fantasy']",2019,,PG-13,,nan,2898.0,20004.0
Wares: Beyond,Novel,['Mecha'],2017,,PG-13,4.35,13574.0,12722.0,167.0
Hisone to Maso-tan,Original,"['Comedy', 'Drama', 'Fantasy', 'Military']",2018,2018,PG-13,7.52,1599.0,1918.0,41410.0
Chikatetsu ni Noru,Novel,['Slice of Life'],2017,,PG,5.5,10675.0,12605.0,173.0
Oyasumi Sex,Light novel,['Hentai'],2018,,Rx,6.86,nan,7651.0,1762.0
dMatsu-san,Manga,"['Comedy', 'Parody']",2018,,PG-13,5.89,10806.0,8040.0,1461.0
Inazma Delivery: Dougyousha Attack-hen,Original,"['Action', 'Sci-Fi', 'Comedy']",2017,2018,PG-13,6.04,11411.0,11007.0,341.0
"Nee, ...Shiyo♥",Manga,['Hentai'],2018,2018,Rx,6.57,nan,6436.0,3037.0
Boku no Hero Academia the Movie: Futari no Hero,Manga,"['Action', 'Comedy', 'School', 'Shounen', 'Super Power']",2018,,PG-13,8.3,246.0,882.0,111459.0
Mahou Shoujo Ore,Web manga,"['Comedy', 'Fantasy', 'Magic']",2018,2018,PG-13,6.72,4814.0,1621.0,52347.0
Kengan Ashura,Web manga,"['Action', 'Martial Arts']",2019,,R,,nan,6489.0,2962.0
Aggressive Retsuko (ONA),Original,"['Slice of Life', 'Comedy']",2018,,PG-13,7.84,811.0,1864.0,43390.0
Mentori,Other,"['Comedy', 'Parody']",2017,2018,G,5.18,12093.0,13840.0,111.0
Jashin-chan Dropkick,Web manga,"['Comedy', 'Supernatural']",2018,2018,PG-13,6.9,4018.0,1913.0,41494.0
Nippen no Miko-chan,Other,['Comedy'],2018,2018,G,4.29,12367.0,11879.0,226.0
Wu Geng Ji 2nd Season,Manga,"['Action', 'Historical', 'Supernatural', 'Martial Arts', 'Fantasy']",2017,2018,PG-13,7.6,1382.0,9317.0,789.0
Inazuma Eleven x Kaitou Gru no Tsuki Dorobou,Original,['Comedy'],2011,2011,G,5.82,8217.0,9342.0,779.0
Fate/Grand Order: Himuro no Tenchi - 7-nin no Saikyou Ijin-hen,Game,"['Comedy', 'School']",2017,,PG-13,6.46,5952.0,4257.0,8467.0
Fate/Grand Order: Moonlight/Lostroom,Game,"['Action', 'Supernatural', 'Magic', 'Fantasy']",2017,,PG-13,6.26,6813.0,3086.0,17633.0
Happy Happy Party!,Manga,['Music'],2017,,G,6.11,7377.0,9073.0,895.0
Shuwarin☆Dorimin,Manga,['Music'],2017,,G,6.1,7430.0,9024.0,918.0
Black Shout,Manga,['Music'],2017,,G,6.86,4167.0,8488.0,1198.0
That Is How I Roll!,Manga,['Music'],2017,,G,6.29,6695.0,9506.0,710.0
Egao no Orquesta!,Manga,['Music'],2017,,G,6.0,7731.0,8997.0,926.0
Nanatsu no Taizai: Imashime no Fukkatsu Joshou,Manga,"['Action', 'Comedy', 'Magic', 'Shounen', 'Super Power']",2018,,PG-13,7.37,2194.0,2109.0,35026.0
Pokemon Movie 21: Minna no Monogatari,Game,"['Action', 'Game', 'Adventure', 'Comedy', 'Kids', 'Fantasy']",2018,,PG,7.38,2165.0,4342.0,8118.0
Evil or Live Recap,Web manga,"['Psychological', 'School']",2017,,R,5.2,9497.0,6763.0,2642.0
Ura Jutaijima,Visual novel,['Hentai'],2018,,Rx,7.14,nan,6502.0,2948.0
Captain Tsubasa (2018),Manga,"['Action', 'Sports', 'Shounen']",2018,,G,7.49,1690.0,2017.0,37788.0
Mirai no Mirai,Original,"['Adventure', 'Drama', 'Fantasy']",2018,,G,7.55,1523.0,2482.0,26715.0
Virtua Fighter: Costomize Clip,Game,"['Action', 'Drama', 'Martial Arts', 'Music']",1997,,PG-13,6.15,13545.0,11626.0,252.0
Cinderella Girls Gekijou 2nd Season Specials,4-koma manga,"['Slice of Life', 'Comedy']",2017,2018,PG-13,6.14,7260.0,8777.0,1041.0
Tachibanakan Triangle,Manga,"['Comedy', 'Ecchi', 'Shoujo Ai']",2018,2018,R+,5.59,8776.0,2101.0,35384.0
Himote House,Original,['Comedy'],2018,2018,PG-13,5.82,8213.0,3865.0,10660.0
Dragon Ball Super Movie: Broly,Manga,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Martial Arts', 'Fantasy', 'Shounen']",2018,,PG-13,8.39,175.0,1662.0,50903.0
Pochitto Hatsumei: Pikachin-Kit,Original,"['Comedy', 'Kids']",2017,,G,4.53,12664.0,14045.0,102.0
Shokugeki no Souma: San no Sara - Toutsuki Ressha-hen,Manga,"['Ecchi', 'School', 'Shounen']",2018,2018,PG-13,8.37,196.0,385.0,224746.0
Yuragi-sou no Yuuna-san OVA,Manga,"['Harem', 'Comedy', 'Supernatural', 'Romance', 'Ecchi', 'Shounen']",2018,2018,R+,7.16,3068.0,2952.0,19213.0
Yuu☆Yuu☆Hakusho: Two Shots,Manga,"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Martial Arts', 'Shounen']",2018,,PG-13,7.52,1623.0,3798.0,11115.0
Tennis no Ouji-sama: Best Games!!,Manga,"['Action', 'Comedy', 'School', 'Shounen', 'Sports']",2018,,PG-13,7.0,13313.0,7548.0,1845.0
Break Go!Ga!,Other,"['Game', 'Shounen']",2017,,G,4.51,10580.0,13416.0,132.0
Tales of the Rays Gekijou,Game,"['Comedy', 'Fantasy', 'Parody']",2018,,PG-13,6.35,6453.0,9014.0,917.0
Jewelry The Animation,Manga,"['Hentai', 'Romance']",2018,,Rx,6.46,nan,7047.0,2306.0
Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,Manga,"['Drama', 'Shounen']",2018,,PG-13,7.59,1414.0,2177.0,33437.0
IDOLiSH7 Vibrato,Game,['Music'],2018,,PG-13,7.94,644.0,6191.0,3322.0
Bonobono: Uchuu kara Kita Tomodachi,4-koma manga,"['Adventure', 'Comedy', 'Kids']",2017,,G,5.41,10568.0,13027.0,151.0
Lupin wa Ima mo Moete Iru ka?,Manga,"['Action', 'Adventure', 'Comedy', 'Seinen']",2018,,PG-13,6.98,3749.0,8214.0,1360.0
Panda no Blues,Original,['Music'],2017,,G,4.33,12582.0,15035.0,49.0
Oshiri Tantei: Mina to Machi no Tuk-tuk Chase,Picture book,"['Comedy', 'Kids', 'Mystery']",2017,,PG,4.0,12534.0,13727.0,117.0
Hetchara Heiki no Heihachirou,Original,"['Music', 'Kids']",2015,,G,5.2,11235.0,15130.0,41.0
Ekimemo!,Game,['Game'],2018,2018,G,4.84,10881.0,12559.0,176.0
Cutie Honey Universe,Manga,"['Action', 'Comedy', 'Magic', 'Romance', 'Sci-Fi', 'Shounen']",2018,2018,R,5.51,8922.0,3598.0,12743.0
Annyeong Totobi,Unknown,['Kids'],2011,2013,PG,3.43,10416.0,14418.0,83.0
Tanuki to Kitsune,Web manga,['Comedy'],2018,2018,G,6.03,13279.0,10270.0,484.0
Neko no Dayan (2017),Picture book,['Kids'],2017,2018,G,6.78,12306.0,14300.0,89.0
Micchiri Neko,Web manga,"['Comedy', 'Kids']",2018,2018,G,6.83,4306.0,5296.0,4944.0
Oshiri Tantei: Puputto Fumutto Kaiketsu Dance,Picture book,"['Comedy', 'Kids', 'Music']",2017,,PG,4.79,9973.0,12877.0,159.0
Non Non Biyori Movie: Vacation,Manga,"['Comedy', 'Slice of Life', 'Seinen']",2018,,PG-13,7.7,1160.0,3118.0,17360.0
Lupin III 3DCG,Manga,"['Action', 'Thriller']",2012,,PG-13,6.14,7275.0,9190.0,837.0
Tomie,Manga,"['Drama', 'Horror', 'Josei', 'Supernatural']",2018,2018,R,5.98,7800.0,4052.0,9619.0
Chao Zhi Neng Zu Qiu,Original,"['Comedy', 'Sports']",2010,2014,G,6.79,10630.0,12053.0,211.0
Precure Super Stars! Movie,Original,"['Action', 'Magic', 'Fantasy']",2018,,G,6.79,4492.0,8514.0,1184.0
Jian Wangchao,Novel,"['Action', 'Historical']",2017,2017,PG-13,6.18,7132.0,7911.0,1549.0
Zoku Owarimonogatari,Light novel,"['Comedy', 'Mystery', 'Supernatural', 'Vampire']",2018,,R,8.58,78.0,1625.0,52430.0
Bernard-jou Iwaku.: Ofuro Dokusho,Manga,['Comedy'],2017,,PG-13,5.72,8449.0,10310.0,475.0
Uchi no Oochopus,Picture book,['Kids'],2018,,G,6.0,13478.0,13754.0,116.0
Yaoguai Mingdan 2 Special,Other,"['Harem', 'Comedy', 'Demons', 'Romance', 'Fantasy', 'Shounen']",2017,,G,6.81,4413.0,9486.0,720.0
Hinomaruzumou,Manga,"['Martial Arts', 'Shounen', 'Sports']",2018,,PG-13,7.49,1698.0,2092.0,35733.0
Watashi wa Buranko,Unknown,"['Music', 'Kids']",2017,,G,5.4,13588.0,14929.0,54.0
Boku to Sakana no Monogatari,Unknown,"['Music', 'Kids']",2017,,G,4.7,10552.0,14825.0,59.0
Negaigoto no Mochigusare,Original,"['Music', 'Kids']",2017,,G,5.78,12296.0,14774.0,63.0
Animegatari x Shingeki no Kyojin Collab Eizou,Original,['Comedy'],2015,,G,6.24,6873.0,5056.0,5581.0
Sex: Prologue,Manga,"['Action', 'Drama', 'School', 'Seinen']",2018,,PG-13,5.63,12911.0,8564.0,1153.0
Kensaku to Enjin no ABC Days,Original,['Kids'],2017,2017,G,5.1,11657.0,14551.0,76.0
Komaneko: Hajime no Ippo,Original,['Comedy'],2003,,G,6.27,11794.0,12852.0,160.0
Woo to Wah,Original,['Comedy'],2017,,G,3.25,13611.0,14284.0,90.0
Iya na Kao sare nagara Opantsu Misete Moraitai,Other,['Ecchi'],2018,2018,PG-13,5.81,8261.0,2150.0,34016.0
Layton Mystery Tanteisha: Katri no Nazotoki File,Game,"['Mystery', 'Comedy', 'Kids']",2018,2019,PG,7.05,3484.0,3970.0,10031.0
Momoya Norihei Anime CM,Original,"['Comedy', 'Parody']",1958,,G,3.0,12184.0,14012.0,103.0
Koukaku no Pandora: Pandoradio,Manga,"['Sci-Fi', 'Comedy']",2016,2016,PG-13,5.92,7932.0,8888.0,979.0
Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,Original,"['Music', 'Slice of Life', 'School']",2019,,PG-13,7.62,1317.0,3599.0,12740.0
Panpaka Pants x Lala-chan,Original,"['Game', 'Kids']",2017,,G,4.19,12591.0,13769.0,115.0
Hoozuki no Reitetsu 2nd Season: Sono Ni,Manga,"['Comedy', 'Demons', 'Fantasy', 'Seinen', 'Supernatural']",2018,2018,PG-13,7.83,838.0,3525.0,13419.0
Mahoutsukai no Yome Recap,Manga,"['Slice of Life', 'Magic', 'Fantasy', 'Shounen']",2017,,PG-13,7.35,2276.0,4403.0,7860.0
Garo: Vanishing Line Recap,Original,"['Action', 'Demons', 'Supernatural', 'Fantasy']",2018,,R,6.16,7195.0,7747.0,1679.0
Emiya-san Chi no Kyou no Gohan,Manga,"['Comedy', 'Slice of Life']",2017,2019,PG-13,7.95,624.0,1851.0,43812.0
Drifters: Kokuou-sama Goranshin,Unknown,"['Comedy', 'Parody']",2016,,PG-13,5.68,8553.0,6289.0,3208.0
Binan Koukou Chikyuu Boueibu Happy Kiss!,Original,"['Comedy', 'Magic', 'Parody', 'School', 'Slice of Life']",2018,2018,PG-13,6.57,5475.0,4627.0,6896.0
"Animegataris:Yuku-toshi, Kuru-toshi",Original,"['Comedy', 'Slice of Life']",2017,,PG-13,,0.0,0.0,0.0
Guomin Laogong Dai Huijia 2nd season,Novel,"['Drama', 'Romance', 'School']",2017,2017,PG-13,6.73,4764.0,7474.0,1914.0
Imouto sae Ireba Ii. (ONA),Light novel,['Comedy'],2017,2017,PG-13,6.59,5353.0,4778.0,6381.0
Drifters (OVA): Kokuou-sama Goranshin,Unknown,"['Comedy', 'Parody']",2017,,PG-13,6.48,5863.0,5835.0,3892.0
Imouto sae Ireba Ii. (ONA) Specials,Light novel,['Comedy'],2018,2018,PG-13,6.71,4892.0,5040.0,5626.0
Sore Ike! Anpanman: Kagayake! Kurun to Inochi no Hoshi,Picture book,"['Comedy', 'Kids', 'Fantasy']",2018,,PG,7.22,13108.0,13882.0,109.0
Petit☆Dream Stars! Let's La Cooking? Showtime!,Original,"['Slice of Life', 'Magic', 'Fantasy']",2017,,G,6.29,6688.0,10952.0,352.0
"Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season e, Mata?",Original,"['Comedy', 'Parody', 'Super Power']",2018,2018,G,5.63,12908.0,13259.0,140.0
Youjo Senki Movie,Light novel,"['Magic', 'Military']",2019,,R,,nan,1898.0,42035.0
Jian Wangchao 2,Novel,['Action'],2017,2017,PG-13,,11462.0,15413.0,96.0
Shiawase Daifuku,Music,"['Music', 'Kids']",2007,,G,5.32,12935.0,14818.0,60.0
Konpeitou,Original,"['Music', 'Kids']",2011,,G,5.0,11807.0,15096.0,44.0
Jiiji no e Tegami: Grandfather's Letter,Original,"['Kids', 'Music']",2007,,G,3.91,11469.0,15025.0,49.0
123,Original,"['Kids', 'Music']",2004,,G,5.03,9733.0,13372.0,134.0
Okome Kakurenbo,Original,"['Kids', 'Music']",2017,,G,4.47,12472.0,15033.0,49.0
Yume no Tochuu de,Original,"['Kids', 'Music']",2017,,G,4.96,13746.0,14791.0,62.0
Hana Ichi Monme,Other,"['Game', 'Music', 'Kids']",1979,,G,3.92,11134.0,14863.0,57.0
Hoshi to Niji to,Original,"['Kids', 'Music']",1972,,G,3.59,11332.0,14916.0,54.0
Hoshizora no Orgel,Original,"['Kids', 'Music', 'Space']",1996,,G,4.14,11336.0,14798.0,61.0
Naite Ita Onnanoko,Original,"['Kids', 'Music']",1979,,G,4.17,12252.0,14921.0,54.0
Soratobu Penguin,Original,"['Kids', 'Music', 'Romance']",1989,,G,5.05,13084.0,14872.0,57.0
Daremo Shiranai,Original,"['Kids', 'Music']",1961,,G,3.47,10783.0,14703.0,67.0
Yuki Matsuri,Original,"['Kids', 'Music']",1984,,G,4.37,13735.0,14579.0,76.0
Quanzhi Gaoshou Specials,Novel,"['Action', 'Game']",2018,2018,PG-13,8.42,160.0,1876.0,43043.0
Uchuu Senkan Yamato Pilot Film,Original,"['Military', 'Sci-Fi', 'Space']",1990,,PG-13,6.0,7745.0,10261.0,489.0
Overlord: Ple Ple Pleiades 2,Light novel,"['Action', 'Comedy', 'Fantasy', 'Magic']",2018,2018,PG-13,6.93,3932.0,3433.0,14307.0
Enkou JK Bitch Gal: Ojisan to Namapako Seikatsu,Visual novel,['Hentai'],2018,,Rx,7.04,nan,6970.0,2389.0
